events,description,batter,stand,launch_angle,launch_speed,hc_x,hc_y,pitcher,p_throws,pitch_type,release_speed,release_spin_rate,hit
field_out,hit_into_play,608686,R,36.0,89.0,79.82,69.72,621058.0,R,SL,81.8,2055.0,False
grounded_into_double_play,hit_into_play,572122,L,-17.0,65.9,128.53,185.66,489119.0,L,FC,89.1,2189.0,False
field_out,hit_into_play,643393,L,44.0,93.8,176.62,78.92,621058.0,R,FC,89.9,2295.0,False
home_run,hit_into_play_score,455139,R,31.0,107.8,28.74,45.05,621058.0,R,FF,92.0,2269.0,True
single,hit_into_play_no_out,502210,L,11.0,103.2,172.87,73.76,621058.0,R,CH,80.1,1954.0,True
field_out,hit_into_play,493329,R,36.0,89.6,109.52,73.82,621058.0,R,CU,77.2,2044.0,False
field_out,hit_into_play,429665,R,-10.0,102.6,102.17,165.38,489119.0,L,FF,91.1,2201.0,False
home_run,hit_into_play_score,571745,R,30.0,102.1,182.01,45.39,489119.0,L,FC,84.7,2124.0,True
field_out,hit_into_play,664238,R,40.0,91.0,147.64,70.75,489119.0,L,FC,86.1,2230.0,False
force_out,hit_into_play,488726,L,-1.0,104.6,120.42,145.61,621058.0,R,FF,90.9,2277.0,False
single,hit_into_play_no_out,608324,R,9.0,105.4,119.91,84.27,621058.0,R,FF,92.0,2272.0,True
field_out,hit_into_play,545350,R,-7.0,108.7,132.66,142.33,621058.0,R,FF,92.3,2203.0,False
field_out,hit_into_play,608686,R,39.0,92.3,215.32,98.04,621058.0,R,FF,93.3,2195.0,False
home_run,hit_into_play_score,643393,L,25.0,98.0,226.89,99.11,621058.0,R,CH,81.0,1984.0,True
field_out,hit_into_play,572122,L,3.0,102.4,114.84,166.39,489119.0,L,FT,88.6,2136.0,False
field_out,hit_into_play,455139,R,-17.0,85.4,106.73,161.83,621058.0,R,FF,91.8,2146.0,False
field_out,hit_into_play,502210,L,33.0,89.6,77.57,72.24,621058.0,R,CH,81.5,1945.0,False
field_out,hit_into_play,493329,R,41.0,91.9,138.81,68.66,621058.0,R,FF,90.7,2074.0,False
field_out,hit_into_play,553882,L,9.0,91.0,106.17,160.94,489119.0,L,FC,86.7,2263.0,False
single,hit_into_play_no_out,570267,R,19.0,97.2,143.74,101.5,489119.0,L,CH,82.2,1888.0,True
field_out,hit_into_play,608324,R,63.0,82.8,110.28,147.64,621058.0,R,FF,93.3,2276.0,False
field_out,hit_into_play,605233,L,69.0,80.0,150.83,141.05,621058.0,R,CH,82.1,2038.0,False
field_out,hit_into_play,592518,R,41.0,66.3,126.29,117.09,593576.0,R,FS,88.3,1646.0,False
single,hit_into_play_no_out,647304,L,16.0,63.4,101.22,152.63,593576.0,R,FS,87.0,1332.0,True
field_out,hit_into_play,592663,R,73.0,88.7,162.65,182.7,606131.0,R,FT,94.2,1933.0,False
field_out,hit_into_play,516416,R,-40.0,90.7,105.75,168.48,606131.0,R,FT,92.3,1834.0,False
field_out,hit_into_play,595978,R,33.0,76.2,48.79,116.86,622554.0,R,SL,89.3,2502.0,False
single,hit_into_play_no_out,435079,R,-11.0,93.8,118.45,89.23,622554.0,R,FF,97.4,2445.0,True
home_run,hit_into_play_score,543333,L,19.0,108.9,74.57,39.51,658305.0,R,FF,92.8,2371.0,True
home_run,hit_into_play_score,614177,R,22.0,111.1,129.43,13.15,658305.0,R,SL,86.3,2330.0,True
field_out,hit_into_play,547180,L,-18.0,85.6,161.63,163.4,606131.0,R,FT,95.3,1998.0,False
single,hit_into_play_no_out,514917,L,2.0,100.2,98.64,83.14,606131.0,R,FS,89.3,1402.0,True
home_run,hit_into_play_score,596748,R,21.0,108.6,8.14,73.88,606131.0,R,SL,87.5,2481.0,True
field_out,hit_into_play,656514,L,6.0,101.7,161.63,167.97,606131.0,R,SL,86.5,2332.0,False
field_out,hit_into_play,664068,R,-10.0,97.7,106.77,153.24,606131.0,R,FT,93.0,1723.0,False
field_out,hit_into_play,594824,L,-21.0,65.5,130.14,181.68,501625.0,L,SL,81.7,2349.0,False
single,hit_into_play_no_out,664034,R,-11.0,104.1,128.61,78.06,504379.0,R,SL,87.3,1959.0,True
single,hit_into_play_no_out,595978,R,11.0,86.5,155.07,87.49,504379.0,R,FF,94.2,2028.0,True
field_out,hit_into_play,435079,R,-1.0,97.2,106.77,166.44,504379.0,R,SL,86.8,1948.0,False
field_out,hit_into_play,457803,L,37.0,102.2,80.25,45.66,476589.0,R,SL,86.4,2265.0,False
single,hit_into_play_no_out,592663,R,26.0,70.3,144.61,109.94,476589.0,R,FF,91.4,2217.0,True
field_out,hit_into_play,516416,R,34.0,77.7,158.93,94.47,476589.0,R,FF,91.8,2229.0,False
field_out,hit_into_play,592669,R,-21.0,78.0,108.29,167.97,595191.0,R,SL,82.9,2669.0,False
field_out,hit_into_play,543333,L,-38.0,83.1,155.53,171.52,595191.0,R,SL,84.1,2672.0,False
field_out,hit_into_play,592518,R,45.0,67.8,141.39,120.42,595191.0,R,FF,91.3,2546.0,False
home_run,hit_into_play_score,614177,R,26.0,110.8,137.22,18.37,595191.0,R,SL,83.9,2635.0,True
field_out,hit_into_play,547180,L,35.0,89.9,214.98,89.29,476589.0,R,SL,86.2,2166.0,False
field_out,hit_into_play,514917,L,-12.0,83.8,161.12,167.46,476589.0,R,CH,83.7,1786.0,False
field_out,hit_into_play,595191,R,-20.0,89.6,116.42,149.17,476589.0,R,SL,84.4,2135.0,False
field_out,hit_into_play,594824,L,30.0,94.2,77.64,63.15,595191.0,R,FF,90.1,2516.0,False
field_out,hit_into_play,622534,R,69.0,80.0,73.24,170.0,595191.0,R,CU,76.6,2807.0,False
single,hit_into_play_no_out,595978,R,27.0,67.4,83.19,116.33,595191.0,R,FF,90.2,2468.0,True
field_out,hit_into_play,664068,R,49.0,84.0,207.53,126.28,623364.0,L,FF,94.7,2136.0,False
home_run,hit_into_play_score,457803,L,23.0,106.1,209.9,53.8,623364.0,L,FF,93.0,2195.0,True
single,hit_into_play_no_out,592663,R,13.0,92.5,79.24,86.15,623364.0,L,FF,93.1,2163.0,True
field_out,hit_into_play,656555,R,69.0,80.0,155.53,157.3,663978.0,R,FF,93.0,2131.0,False
fielders_choice,hit_into_play_no_out,516416,R,4.0,59.2,112.36,155.78,663978.0,R,CH,83.1,1547.0,False
single,hit_into_play_no_out,547180,L,11.0,86.6,88.67,97.27,663978.0,R,CH,84.1,1395.0,True
field_out,hit_into_play,592669,R,4.0,105.0,94.58,165.94,595191.0,R,CU,75.1,2721.0,False
field_out,hit_into_play,543333,L,-60.0,77.1,134.71,183.72,595191.0,R,SL,83.7,2551.0,False
field_out,hit_into_play,514917,L,33.0,87.0,51.9,105.07,663978.0,R,CU,75.4,2193.0,False
field_out,hit_into_play,656514,L,54.0,86.3,124.29,105.2,663978.0,R,FF,92.8,2336.0,False
home_run,hit_into_play_score,664068,R,33.0,107.5,46.26,44.73,663978.0,R,FF,91.8,2216.0,True
home_run,hit_into_play_score,457803,L,23.0,100.7,42.21,67.07,663978.0,R,FF,93.8,2108.0,True
single,hit_into_play_no_out,592663,R,7.0,109.0,88.48,88.22,663978.0,R,FF,93.4,2227.0,True
field_out,hit_into_play,614177,R,17.0,100.5,78.02,83.84,595191.0,R,FF,90.7,2370.0,False
double,hit_into_play_score,594824,L,0.0,97.4,205.31,121.24,595191.0,R,CU,75.6,2785.0,True
sac_bunt,hit_into_play,663978,R,-39.0,41.0,132.17,194.38,595191.0,R,FF,88.7,2330.0,False
double,hit_into_play_no_out,435079,R,23.0,100.0,92.67,36.98,595191.0,R,FF,89.0,2519.0,True
field_out,hit_into_play,656555,R,69.0,80.0,104.23,171.52,663978.0,R,FF,95.7,2360.0,False
double,hit_into_play_no_out,516416,R,9.0,97.9,193.72,125.21,663978.0,R,FF,92.0,2122.0,True
single,hit_into_play_no_out,547180,L,20.0,86.6,167.22,119.71,663978.0,R,CU,74.5,2138.0,True
field_out,hit_into_play,514917,L,-28.0,69.4,154.52,163.9,663978.0,R,CH,83.8,1632.0,False
field_out,hit_into_play,595191,R,-20.0,84.5,108.8,168.48,663978.0,R,CH,83.4,1653.0,False
field_out,hit_into_play,571976,R,-83.0,55.1,126.29,202.51,595191.0,R,CU,75.5,2803.0,False
field_out,hit_into_play,656514,L,69.0,80.0,128.1,176.1,663978.0,R,CH,83.3,1731.0,False
double,hit_into_play_score,664068,R,15.0,85.3,48.86,116.66,663978.0,R,CH,83.8,1709.0,True
double,hit_into_play_no_out,457803,L,19.0,101.9,79.69,57.78,663978.0,R,CH,84.0,1655.0,True
field_out,hit_into_play,592518,R,6.0,105.9,122.01,142.06,595191.0,R,SL,83.1,2615.0,False
field_out,hit_into_play,594824,L,36.0,91.3,133.43,59.86,595191.0,R,FF,89.7,2370.0,False
field_out,hit_into_play,547180,L,13.0,66.5,126.48,136.13,663978.0,R,CH,83.1,1812.0,False
field_out,hit_into_play,514917,L,-21.0,82.9,129.12,182.19,663978.0,R,CH,83.9,1625.0,False
field_out,hit_into_play,624428,L,11.0,83.2,150.82,141.42,458708.0,R,CU,76.4,2824.0,False
field_out,hit_into_play,657061,L,41.0,92.4,60.42,74.15,458708.0,R,CH,82.6,1591.0,False
home_run,hit_into_play_score,518692,L,40.0,104.7,165.02,41.87,606959.0,R,FF,90.8,2107.0,True
force_out,hit_into_play_score,621020,R,3.0,62.5,104.48,154.82,606959.0,R,FT,90.1,1931.0,False
single,hit_into_play_no_out,660670,R,-12.0,105.0,103.2,96.92,606959.0,R,SL,83.2,2282.0,True
field_out,hit_into_play,592567,L,-25.0,79.0,129.41,183.5,461872.0,R,SL,86.3,2412.0,False
force_out,hit_into_play,516782,R,0.0,89.0,103.2,158.88,461872.0,R,SL,86.1,2491.0,False
single,hit_into_play_no_out,668804,L,11.0,102.3,186.02,98.13,461872.0,R,SL,87.4,2261.0,True
field_out,hit_into_play,621028,R,-3.0,96.0,156.42,161.26,461872.0,R,FF,94.4,2158.0,False
field_out,hit_into_play,645277,L,-21.0,82.9,128.62,194.63,664129.0,R,SI,94.7,2470.0,False
field_out,hit_into_play,663586,R,5.0,110.9,117.5,143.79,664129.0,R,FF,97.9,2483.0,False
field_out,hit_into_play,455976,L,-20.0,97.8,153.24,157.29,664129.0,R,CH,90.8,1994.0,False
home_run,hit_into_play_score,518626,R,29.0,104.8,64.63,22.69,664129.0,R,SL,85.5,2435.0,True
double,hit_into_play_no_out,518692,L,11.0,102.7,185.75,114.2,664129.0,R,SI,94.9,2374.0,True
single,hit_into_play_no_out,621020,R,19.0,82.9,124.94,101.29,664129.0,R,SL,85.9,2391.0,True
field_out,hit_into_play,624428,L,6.0,88.0,154.04,154.91,656794.0,L,CU,78.6,2794.0,False
field_out,hit_into_play,660670,R,-30.0,68.8,100.02,166.82,664129.0,R,FF,95.5,2499.0,False
double,hit_into_play_no_out,622666,L,26.0,91.8,214.2,79.49,664129.0,R,SI,92.9,2399.0,True
field_out,hit_into_play,645277,L,-23.0,82.7,154.83,157.29,605195.0,R,FF,95.2,2298.0,False
home_run,hit_into_play_score,663586,R,30.0,92.7,228.31,96.23,605195.0,R,SL,81.8,3287.0,True
field_error,hit_into_play_no_out,455976,L,24.0,80.0,76.88,103.08,605195.0,R,FT,94.6,2153.0,False
field_out,hit_into_play,466320,L,24.0,93.8,53.74,84.99,595465.0,R,FF,94.1,2543.0,False
field_out,hit_into_play,516782,R,-21.0,82.9,131.0,180.33,595465.0,R,FF,92.6,2430.0,False
field_out,hit_into_play,621020,R,-37.0,75.8,114.32,173.97,593144.0,R,FF,93.0,2474.0,False
field_out,hit_into_play,660670,R,48.0,81.0,188.87,111.16,593144.0,R,FF,93.2,2446.0,False
single,hit_into_play_score,459964,L,-10.0,92.5,98.43,101.68,593144.0,R,FF,92.9,2458.0,True
field_out,hit_into_play,452095,R,69.0,80.0,148.48,160.47,593144.0,R,FF,92.9,2379.0,False
field_out,hit_into_play,621028,R,28.0,73.0,96.84,100.09,657053.0,R,CU,76.6,2462.0,False
field_out,hit_into_play,657061,L,-9.0,76.0,158.01,163.64,657053.0,R,SI,92.4,2225.0,False
field_out,hit_into_play,455976,L,-21.0,82.9,129.41,181.12,605280.0,R,SI,95.9,2040.0,False
field_out,hit_into_play,518626,R,-8.0,104.9,100.02,166.82,605280.0,R,SI,94.4,1987.0,False
field_out,hit_into_play,518692,L,-41.0,71.7,157.22,166.82,605280.0,R,SI,94.4,1928.0,False
field_out,hit_into_play,591741,R,16.0,96.7,141.85,82.3,608331.0,L,CU,74.1,2831.0,False
field_out,hit_into_play,553869,R,-9.0,110.4,131.0,181.12,608331.0,L,FF,92.3,1938.0,False
field_out,hit_into_play,516782,R,11.0,85.4,102.81,145.77,608331.0,L,FF,91.8,2056.0,False
grounded_into_double_play,hit_into_play,621020,R,2.0,99.2,100.81,166.82,643230.0,L,FC,82.4,2149.0,False
double,hit_into_play_no_out,452095,R,20.0,109.3,72.22,47.66,643230.0,L,FF,89.9,1953.0,True
field_out,hit_into_play,668804,R,-21.0,82.9,134.18,181.92,608331.0,L,FF,92.6,1982.0,False
single,hit_into_play_no_out,621028,R,-17.0,90.3,130.21,166.82,608331.0,L,FF,92.8,1960.0,True
sac_bunt,hit_into_play,643230,L,-38.0,37.2,126.44,202.03,608331.0,L,FF,93.3,1914.0,False
field_out,hit_into_play,645277,R,40.0,99.0,165.27,56.34,643230.0,L,FF,92.1,2044.0,False
field_out,hit_into_play,663586,R,69.0,80.0,176.28,177.15,643230.0,L,FC,82.5,2209.0,False
field_out,hit_into_play,455976,L,31.0,92.3,76.16,75.22,643230.0,L,FF,92.1,1987.0,False
single,hit_into_play_no_out,518692,L,6.0,102.0,182.64,113.6,643230.0,L,FF,90.5,2020.0,True
single,hit_into_play_no_out,553869,R,7.0,95.7,180.85,116.93,608331.0,L,FF,93.8,2056.0,True
single,hit_into_play_score,466320,R,2.0,81.0,181.05,114.39,608331.0,L,FF,94.6,2009.0,True
double,hit_into_play_no_out,516782,R,12.0,90.5,74.04,126.08,608331.0,L,SL,81.9,2623.0,True
field_out,hit_into_play,668804,R,-28.0,88.7,153.24,155.7,608331.0,L,CU,75.7,2917.0,False
field_out,hit_into_play,621028,R,-21.0,82.9,129.41,181.12,608331.0,L,CU,74.1,2992.0,False
field_out,hit_into_play,621020,R,-6.0,89.2,107.17,167.62,643230.0,L,CH,84.6,1523.0,False
double,hit_into_play_no_out,660670,R,17.0,105.1,211.42,91.59,643230.0,L,CH,83.8,1444.0,True
single,hit_into_play_no_out,608331,L,-7.0,93.2,134.97,91.36,643230.0,L,FF,92.9,2034.0,True
field_out,hit_into_play_score,452095,R,-9.0,101.4,151.65,154.91,643230.0,L,FF,93.5,2088.0,False
field_out,hit_into_play,645277,R,-37.0,93.6,146.09,162.85,643230.0,L,FF,90.9,1788.0,False
double,hit_into_play_score,657061,R,23.0,95.5,218.85,107.09,608331.0,L,FF,96.4,2223.0,True
double,hit_into_play_no_out,591741,R,22.0,97.4,206.47,84.21,608331.0,L,CU,75.5,2882.0,True
single,hit_into_play_no_out,553869,R,-5.0,83.1,185.81,110.42,608331.0,L,FF,94.3,1993.0,True
home_run,hit_into_play_score,466320,R,31.0,91.7,20.44,88.42,608331.0,L,CU,73.4,2737.0,True
single,hit_into_play_no_out,516782,R,-3.0,89.0,183.43,106.45,608331.0,L,CU,76.6,2773.0,True
field_out,hit_into_play,621028,R,14.0,95.1,181.14,105.96,608331.0,L,FF,94.4,2106.0,False
field_out,hit_into_play,455976,L,-23.0,78.3,158.01,160.47,643230.0,L,FC,84.9,2319.0,False
single,hit_into_play_no_out,621020,R,29.0,73.4,135.99,95.44,643230.0,L,FF,93.8,1946.0,True
field_out,hit_into_play,467092,R,18.0,103.6,183.39,70.02,502706.0,L,SI,94.0,2460.0,False
single,hit_into_play_no_out,605204,R,3.0,105.5,101.37,89.32,502706.0,L,SL,81.7,2156.0,True
single,hit_into_play_no_out,624424,L,-52.0,68.8,133.18,165.94,502706.0,L,SI,93.9,2316.0,True
field_out,hit_into_play,643446,L,-6.0,94.0,106.77,172.54,502706.0,L,SI,94.4,2460.0,False
single,hit_into_play_score,573262,L,18.0,93.1,180.94,105.58,502327.0,L,SI,92.1,2004.0,True
field_out,hit_into_play,605412,L,69.0,80.0,112.86,177.62,502327.0,L,SI,92.0,1985.0,False
double,hit_into_play_score,467055,R,-3.0,100.4,43.27,111.58,502327.0,L,SI,92.7,2007.0,True
double,hit_into_play_score,621453,L,-11.0,77.4,98.13,125.81,607229.0,R,SI,94.6,2103.0,True
field_out,hit_into_play,607680,R,1.0,100.6,138.42,139.87,607229.0,R,SL,89.6,2308.0,False
double,hit_into_play_score,519390,L,24.0,97.6,212.62,76.53,607229.0,R,CH,85.9,1537.0,True
single,hit_into_play_no_out,592122,R,4.0,77.6,151.83,113.84,607229.0,R,SL,89.6,2484.0,True
field_out,hit_into_play,588751,R,-56.0,71.6,107.78,174.06,453343.0,R,FC,91.8,2129.0,False
single,hit_into_play_no_out,605412,L,1.0,100.5,135.21,85.17,621242.0,R,SL,89.6,2263.0,True
single,hit_into_play_no_out,467092,R,1.0,95.9,70.19,110.57,453265.0,L,CH,85.1,2355.0,True
single,hit_into_play_no_out,605204,R,14.0,100.7,149.72,69.35,453265.0,L,SI,93.5,2325.0,True
field_out,hit_into_play,624424,L,-21.0,82.9,127.09,186.76,453265.0,L,SI,92.8,2345.0,False
field_out,hit_into_play,624413,R,29.0,79.4,88.1,84.26,453265.0,L,CH,86.8,2338.0,False
single,hit_into_play_no_out,519390,L,-1.0,92.4,79.85,113.62,607625.0,R,CU,79.2,3271.0,True
field_out,hit_into_play,643446,L,38.0,82.3,164.89,87.18,473879.0,R,FT,93.8,2231.0,False
field_out,hit_into_play,588751,R,-35.0,61.9,100.79,177.92,473879.0,R,CH,87.0,2016.0,False
double,hit_into_play_score,474832,L,25.0,96.2,211.21,76.24,607625.0,R,CU,79.5,3316.0,True
single,hit_into_play_no_out,446334,R,15.0,103.9,85.43,108.54,607625.0,R,FT,92.3,2012.0,True
force_out,hit_into_play,573262,L,-27.0,73.7,151.47,174.06,592789.0,R,CH,91.2,1523.0,False
single,hit_into_play_no_out,467055,L,1.0,86.9,165.18,174.06,592789.0,R,CU,77.6,2271.0,True
field_out,hit_into_play,642708,R,30.0,99.2,131.15,37.93,518516.0,L,FT,91.3,2454.0,False
field_out,hit_into_play,453943,R,8.0,93.1,124.68,126.15,518516.0,L,CU,76.9,2703.0,False
home_run,hit_into_play_score,467092,R,22.0,106.7,45.8,51.81,518516.0,L,FC,88.4,2524.0,True
home_run,hit_into_play_score,624413,R,26.0,108.1,76.91,27.08,518516.0,L,FT,92.2,2361.0,True
field_out,hit_into_play,621453,L,-3.0,83.2,126.07,147.14,592789.0,R,FC,97.2,2087.0,False
field_out,hit_into_play,607680,R,-1.0,96.1,104.74,170.51,592789.0,R,SI,96.6,2078.0,False
field_out,hit_into_play,460576,R,87.0,75.1,136.23,214.7,518516.0,L,FT,92.1,2471.0,False
field_out,hit_into_play,519390,L,7.0,91.7,140.29,151.71,592789.0,R,FC,97.9,2018.0,False
field_out,hit_into_play,474832,L,54.0,89.3,130.64,114.63,592789.0,R,CH,90.7,1567.0,False
field_error,hit_into_play_no_out,446334,R,-31.0,68.8,100.67,174.06,592789.0,R,SI,97.1,1941.0,False
field_out,hit_into_play,573262,L,-23.0,89.3,150.45,160.35,592789.0,R,CH,91.1,1656.0,False
grounded_into_double_play,hit_into_play,642708,R,-3.0,103.5,100.67,171.52,518516.0,L,SL,87.7,2411.0,False
single,hit_into_play_no_out,453943,R,9.0,96.5,61.27,105.61,518516.0,L,FC,88.7,2432.0,True
field_out,hit_into_play,467092,R,-51.0,58.0,101.91,175.73,518516.0,L,FT,92.8,2329.0,False
field_out,hit_into_play,605412,L,36.0,78.5,191.7,99.38,592789.0,R,FC,97.3,2078.0,False
single,hit_into_play_score,621453,L,25.0,73.1,171.62,115.39,592789.0,R,CU,78.5,2162.0,True
single,hit_into_play_score,607680,R,-6.0,98.7,87.97,116.66,592789.0,R,SI,97.8,1938.0,True
field_out,hit_into_play,519390,L,50.0,92.2,154.91,91.57,592789.0,R,CH,91.3,1665.0,False
single,hit_into_play_no_out,474832,L,15.0,84.7,60.74,117.97,592789.0,R,SI,96.6,1975.0,True
field_out,hit_into_play,605204,R,3.0,69.9,102.2,156.28,518516.0,L,CU,78.5,2731.0,False
single,hit_into_play_no_out,624413,R,14.0,88.2,81.55,107.21,518516.0,L,FC,88.0,2664.0,True
field_out,hit_into_play,573262,L,-11.0,87.9,147.41,153.75,592789.0,R,FC,96.6,1966.0,False
field_out,hit_into_play,605412,L,38.0,78.8,103.17,92.26,592789.0,R,CH,90.7,1710.0,False
field_out,hit_into_play,621453,L,43.0,65.5,83.98,125.51,592789.0,R,FF,97.8,2165.0,False
field_out,hit_into_play,460576,R,78.0,72.4,159.6,190.32,518516.0,L,FT,92.0,2492.0,False
field_out,hit_into_play,642708,R,20.0,91.7,104.1,67.85,518516.0,L,FC,88.0,2536.0,False
single,hit_into_play_no_out,467092,R,-1.0,107.8,80.35,95.33,518516.0,L,FT,92.4,2337.0,True
field_out,hit_into_play,543063,L,10.0,73.9,102.78,166.67,592789.0,R,FC,97.3,2057.0,False
field_out,hit_into_play,607680,R,-18.0,94.1,98.51,150.44,592789.0,R,SI,97.5,2032.0,False
field_out,hit_into_play,519390,L,35.0,97.6,65.13,63.23,592789.0,R,CU,79.0,2170.0,False
grounded_into_double_play,hit_into_play,605204,R,-2.0,106.8,103.72,170.0,518516.0,L,SL,88.4,2473.0,False
field_out,hit_into_play,624424,L,77.0,68.0,126.58,187.78,518516.0,L,FC,88.1,2539.0,False
single,hit_into_play_no_out,643446,L,29.0,65.5,151.64,114.66,518516.0,L,FC,88.9,2562.0,True
field_out,hit_into_play,474832,L,33.0,50.4,125.6,141.82,592789.0,R,FT,97.8,2024.0,False
field_out,hit_into_play,446334,R,-2.0,81.0,117.94,149.68,592789.0,R,SI,97.4,1923.0,False
single,hit_into_play_no_out,605412,L,14.0,84.5,96.71,88.57,592789.0,R,SI,96.7,2040.0,True
field_out,hit_into_play,547989,R,69.0,80.0,146.9,159.84,448281.0,L,FF,95.0,2333.0,False
single,hit_into_play_no_out,544725,L,17.0,87.7,59.49,125.52,593833.0,R,FF,93.9,2501.0,True
single,hit_into_play_no_out,570560,L,-13.0,90.4,102.2,152.22,593833.0,R,CH,90.1,2193.0,True
field_out,hit_into_play,543685,R,42.0,99.5,129.23,57.53,573668.0,R,FF,92.5,2241.0,False
field_out,hit_into_play,594809,L,24.0,84.3,72.82,94.38,573668.0,R,FF,93.0,2259.0,False
field_out,hit_into_play,650391,R,4.0,110.8,144.87,148.16,593833.0,R,FC,94.5,2722.0,False
field_out,hit_into_play,641313,R,28.0,98.1,209.36,68.52,593833.0,R,FC,94.9,2679.0,False
field_out,hit_into_play,467827,L,47.0,93.8,64.97,88.9,573668.0,R,FF,93.9,2266.0,False
double,hit_into_play_no_out,645302,R,16.0,98.7,52.84,125.95,573668.0,R,CH,87.0,1619.0,True
field_out,hit_into_play,435062,R,-24.0,89.4,114.39,149.17,573668.0,R,CH,88.9,1704.0,False
field_out,hit_into_play,543510,R,40.0,78.2,181.18,108.59,663432.0,R,FC,97.5,2443.0,False
single,hit_into_play_no_out,547989,R,11.0,105.3,133.55,68.88,663432.0,R,FF,100.0,2463.0,True
field_out,hit_into_play,571431,L,-28.0,86.4,127.09,183.72,605240.0,L,FT,93.1,2062.0,False
field_out,hit_into_play,594809,L,-29.0,80.5,149.9,147.43,614179.0,R,CH,88.1,1599.0,False
field_out,hit_into_play,602922,R,26.0,83.5,85.85,72.3,594840.0,L,SL,81.9,1918.0,False
field_out,hit_into_play,570560,R,23.0,92.7,88.49,52.38,594840.0,L,SI,90.0,1679.0,False
field_out,hit_into_play,605508,L,-11.0,76.9,150.45,155.27,594840.0,L,SL,83.6,2005.0,False
field_out,hit_into_play,572191,R,11.0,101.3,103.62,143.05,592612.0,L,FC,88.1,2280.0,False
field_out,hit_into_play,543228,R,23.0,88.8,81.56,74.68,592612.0,L,FF,94.5,2318.0,False
home_run,hit_into_play_score,645302,R,28.0,105.1,142.27,20.17,592612.0,L,FC,88.5,2322.0,True
double,hit_into_play_score,435062,R,19.0,101.6,28.76,103.3,592612.0,L,FC,86.6,2225.0,True
double,hit_into_play_no_out,571431,L,18.0,71.0,185.9,142.8,592612.0,L,FC,87.8,2280.0,True
field_out,hit_into_play,665742,L,-16.0,74.7,141.31,152.22,592612.0,L,FC,90.2,2409.0,False
home_run,hit_into_play_score,543685,R,29.0,101.9,103.0,24.15,625643.0,R,SL,81.5,1988.0,True
double,hit_into_play_no_out,607208,R,10.0,107.4,153.43,70.2,625643.0,R,FF,92.1,2179.0,True
field_out,hit_into_play,641313,R,-21.0,82.9,146.39,182.7,544931.0,R,CU,81.9,2797.0,False
field_out,hit_into_play,543510,R,-16.0,76.0,111.85,169.49,544931.0,R,FT,93.5,2156.0,False
double,hit_into_play_no_out,547989,R,22.0,102.5,161.63,50.63,544931.0,R,FF,94.3,2178.0,True
field_out,hit_into_play,544931,R,44.0,90.8,103.65,84.47,625643.0,R,FF,93.0,2184.0,False
field_out,hit_into_play,543228,R,69.0,80.0,81.37,173.56,625643.0,R,SL,83.0,2100.0,False
field_out,hit_into_play,645302,R,33.0,99.0,117.07,39.64,625643.0,R,FF,93.9,2139.0,False
home_run,hit_into_play_score,435062,R,27.0,103.3,98.86,23.33,625643.0,R,CH,84.3,1657.0,True
force_out,hit_into_play,544725,L,-10.0,91.1,105.75,167.97,544931.0,R,CU,80.1,2718.0,False
field_error,hit_into_play_no_out,570560,L,-21.0,82.9,130.64,183.72,544931.0,R,CH,87.8,1837.0,False
field_out,hit_into_play,665742,L,-7.0,73.3,150.96,153.75,625643.0,R,CH,86.0,1525.0,False
double,hit_into_play_score,543685,R,20.0,98.7,161.17,49.86,625643.0,R,FF,96.1,2215.0,True
field_out,hit_into_play,544931,R,-21.0,82.9,110.32,159.33,625643.0,R,FF,93.5,2183.0,False
