events,description,batter,stand,launch_angle,launch_speed,hc_x,hc_y,pitcher,p_throws,pitch_type,release_speed,release_spin_rate,hit
field_out,hit_into_play,444489,R,20.0,87.9,183.38,101.79,592169.0,R,FF,94.1,2050.0,False
field_out,hit_into_play,606115,R,69.0,80.0,172.0,171.22,592169.0,R,SI,94.6,2006.0,False
field_out,hit_into_play,542583,R,26.0,90.1,191.22,80.52,592169.0,R,FF,92.7,2278.0,False
field_out,hit_into_play,623912,R,2.0,106.5,112.64,143.36,541650.0,R,FF,71.7,1779.0,False
field_out,hit_into_play,445988,R,66.0,84.5,162.91,153.66,541650.0,R,FF,74.1,1791.0,False
field_out,hit_into_play,605119,R,69.0,80.0,171.39,168.8,541650.0,R,FF,71.4,1721.0,False
single,hit_into_play_no_out,460075,R,9.0,99.5,106.5,77.16,656257.0,R,FF,97.0,2384.0,True
single,hit_into_play_no_out,456715,R,7.0,106.3,79.68,89.11,656257.0,R,FF,97.0,2474.0,True
field_out,hit_into_play,444489,R,40.0,53.3,149.89,142.36,656257.0,R,FF,96.6,2354.0,False
field_out,hit_into_play,643265,R,9.0,89.3,135.72,140.59,606930.0,R,SL,93.0,2395.0,False
double,hit_into_play_score,621573,R,23.0,99.5,167.47,49.84,606930.0,R,FC,91.1,2602.0,True
field_out,hit_into_play,594011,L,-33.0,71.6,153.22,167.59,606930.0,R,FC,87.8,2437.0,False
field_out,hit_into_play,500743,R,17.0,92.2,177.81,90.45,606930.0,R,FF,93.3,2418.0,False
single,hit_into_play_no_out,595751,R,-18.0,102.4,78.72,94.91,606930.0,R,FC,86.2,2226.0,True
field_out,hit_into_play,606115,R,-19.0,81.9,122.33,178.49,606424.0,L,CH,87.3,2359.0,False
double,hit_into_play_no_out,543768,L,26.0,93.8,199.0,66.93,606424.0,L,SL,82.6,2443.0,True
field_out,hit_into_play,595375,L,1.0,102.5,128.39,140.94,606930.0,R,FF,93.3,2378.0,False
field_out,hit_into_play,623912,R,-20.0,93.4,102.35,165.77,606930.0,R,FC,90.1,2328.0,False
field_out,hit_into_play,516770,R,-7.0,91.9,105.98,163.35,606930.0,R,FF,94.6,2522.0,False
field_out,hit_into_play,460075,R,69.0,80.0,160.49,179.7,641154.0,R,FF,94.4,2127.0,False
single,hit_into_play_no_out,592885,L,32.0,69.5,90.98,108.29,641154.0,R,FF,93.7,2040.0,True
field_out,hit_into_play,456715,R,16.0,61.1,150.35,165.81,641154.0,R,CH,85.4,1996.0,False
field_out,hit_into_play,605119,R,-21.0,82.9,125.97,179.7,592222.0,L,SI,86.2,2030.0,False
single,hit_into_play_no_out,621573,R,8.0,105.7,123.46,73.84,592222.0,L,SI,85.3,2075.0,True
field_out,hit_into_play,500743,R,54.0,73.1,106.63,121.53,592222.0,L,CH,71.6,2261.0,False
field_out,hit_into_play,606115,R,15.0,104.8,69.52,73.25,641154.0,R,CH,83.9,2107.0,False
field_out,hit_into_play,543768,L,2.0,101.5,110.83,143.36,641154.0,R,FF,92.7,2044.0,False
single,hit_into_play_score,595375,L,19.0,66.5,138.05,128.9,669203.0,R,SL,87.1,2900.0,True
field_out,hit_into_play_score,623912,R,1.0,98.0,113.85,147.6,669203.0,R,FF,94.1,2556.0,False
double,hit_into_play_score,516770,R,4.0,88.0,39.96,113.69,669203.0,R,SL,87.3,2733.0,True
field_error,hit_into_play_score,605119,R,-4.0,105.0,104.16,160.93,669203.0,R,FF,95.0,2521.0,False
single,hit_into_play_score,643265,R,17.0,83.2,153.98,97.24,669203.0,R,SL,88.4,2754.0,True
single,hit_into_play_score,434158,L,10.0,79.5,83.57,99.75,592865.0,R,FF,93.2,2268.0,True
double,hit_into_play_score,641154,L,20.0,101.0,26.8,103.46,592865.0,R,FF,93.3,2144.0,True
single,hit_into_play_score,500743,R,13.0,95.3,183.42,100.83,592865.0,R,FF,95.6,2412.0,True
single,hit_into_play_score,595751,R,-18.0,111.7,192.59,101.57,592865.0,R,FF,94.8,2364.0,True
double,hit_into_play_score,623912,R,12.0,104.1,225.3,104.6,592865.0,R,FF,95.1,2381.0,True
single,hit_into_play_no_out,643265,R,-18.0,109.0,125.97,66.44,592865.0,R,FF,96.8,2403.0,True
field_out,hit_into_play,518735,L,-12.0,82.6,136.87,146.39,641154.0,R,CH,85.8,1923.0,False
field_out,hit_into_play,519058,L,-13.0,101.5,156.25,138.52,641154.0,R,CH,83.7,2044.0,False
field_out,hit_into_play,434158,L,5.0,92.6,156.86,143.36,502624.0,R,CH,81.4,2354.0,False
double,hit_into_play_no_out,500743,R,27.0,99.5,171.14,47.81,502624.0,R,FC,87.6,2325.0,True
field_out,hit_into_play,595375,L,5.0,89.5,159.28,167.59,502624.0,R,CH,81.6,2245.0,False
single,hit_into_play_no_out,623912,R,5.0,93.9,75.09,98.54,502624.0,R,FF,93.1,2146.0,True
home_run,hit_into_play_score,605119,R,32.0,100.8,169.33,40.17,502624.0,R,CU,76.1,2164.0,True
home_run,hit_into_play_score,643265,R,25.0,106.7,74.41,15.92,502624.0,R,CH,82.2,2422.0,True
field_out,hit_into_play,434158,L,10.0,102.9,156.2,162.97,502624.0,R,FC,89.6,2414.0,False
field_out,hit_into_play,606115,R,-16.0,85.5,145.35,152.45,641154.0,R,CH,85.4,1816.0,False
single,hit_into_play_no_out,543768,L,13.0,103.8,206.98,106.63,641154.0,R,CH,85.6,2110.0,True
field_out,hit_into_play,519346,L,27.0,92.0,47.13,88.26,641154.0,R,FF,93.1,2022.0,False
field_out,hit_into_play,518735,L,-19.0,68.1,128.39,181.52,641154.0,R,CH,85.2,1863.0,False
field_out,hit_into_play,641154,L,19.0,59.4,127.79,142.27,502624.0,R,FF,92.6,2278.0,False
single,hit_into_play_no_out,500743,R,-4.0,102.4,113.85,143.36,502624.0,R,CU,76.4,2253.0,True
field_out,hit_into_play,595375,L,69.0,80.0,136.26,145.18,502624.0,R,CH,82.0,2238.0,False
field_out,hit_into_play,519058,L,36.0,97.7,87.88,48.53,641154.0,R,FF,92.6,2150.0,False
field_out,hit_into_play,460075,R,27.0,99.4,150.19,38.58,641154.0,R,FF,94.7,2184.0,False
single,hit_into_play_no_out,592885,L,8.0,86.2,138.64,140.46,641154.0,R,CH,85.8,2072.0,True
field_out,hit_into_play,623912,R,-21.0,87.5,135.66,146.39,502624.0,R,FF,92.9,2110.0,False
home_run,hit_into_play_score,516770,R,29.0,101.9,163.83,40.69,502624.0,R,FF,92.4,2269.0,True
single,hit_into_play_no_out,643265,R,15.0,91.2,145.51,99.36,502624.0,R,FF,92.9,2235.0,True
single,hit_into_play_no_out,572228,R,6.0,106.9,166.38,87.02,571704.0,R,FT,97.9,2387.0,True
field_out,hit_into_play,666971,R,50.0,93.0,187.49,100.53,643338.0,R,FF,97.2,2476.0,False
field_out,hit_into_play,458731,L,25.0,86.9,98.11,61.16,571704.0,R,FC,87.7,2423.0,False
single,hit_into_play_no_out,570482,R,-15.0,91.0,106.26,177.62,607352.0,R,FT,93.8,2217.0,True
field_out,hit_into_play,640449,R,29.0,58.7,154.81,135.66,607352.0,R,FT,94.1,2254.0,False
home_run,hit_into_play_score,543305,L,24.0,106.6,243.0,70.8,607352.0,R,FF,93.3,2275.0,True
single,hit_into_play_no_out,475253,L,6.0,105.8,157.57,117.68,656547.0,R,CH,87.1,1873.0,True
force_out,hit_into_play,665489,R,69.0,80.0,155.53,165.94,656547.0,R,FC,86.1,2480.0,False
single,hit_into_play_no_out,519299,L,5.0,94.8,138.77,100.92,656547.0,R,FF,90.7,2211.0,True
field_out,hit_into_play,643376,R,38.0,98.4,68.63,59.88,656547.0,R,FC,85.0,2491.0,False
double_play,hit_into_play,596142,R,5.0,97.2,114.9,162.38,607352.0,R,FC,89.1,2299.0,False
double,hit_into_play_no_out,518934,R,22.0,103.2,177.63,43.42,543339.0,R,FF,96.9,2440.0,True
field_out,hit_into_play,520471,L,2.0,100.0,151.47,164.41,547888.0,R,FS,86.1,1470.0,False
field_out,hit_into_play,624415,L,34.0,91.4,118.4,51.3,547888.0,R,FS,86.1,1571.0,False
field_out,hit_into_play,545341,R,76.0,73.4,113.88,184.73,547888.0,R,CU,76.3,2397.0,False
single,hit_into_play_no_out,642133,L,32.0,67.5,91.02,119.88,547888.0,R,FS,87.3,1491.0,True
field_out,hit_into_play,458731,L,28.0,92.4,87.77,59.53,543339.0,R,FC,89.7,2601.0,False
field_out,hit_into_play,570482,R,40.0,99.1,89.79,55.69,543339.0,R,FF,86.4,2485.0,False
field_out,hit_into_play,475253,L,35.0,98.4,105.56,43.67,547888.0,R,CH,83.0,2505.0,False
single,hit_into_play_score,665489,R,-8.0,111.6,87.97,132.92,547888.0,R,FS,88.0,1431.0,True
double,hit_into_play_no_out,519299,L,23.0,74.5,195.36,129.69,547888.0,R,FS,83.8,1517.0,True
field_out,hit_into_play,643376,R,-21.0,82.9,134.2,192.86,547888.0,R,CU,78.1,2376.0,False
home_run,hit_into_play_score,520471,L,37.0,102.6,183.98,38.44,547888.0,R,SL,85.4,2474.0,True
field_out,hit_into_play,666971,R,69.0,80.0,144.87,148.16,547888.0,R,SL,83.6,2294.0,False
home_run,hit_into_play_score,545341,R,31.0,103.5,94.14,28.31,547888.0,R,SL,84.7,2330.0,True
field_out,hit_into_play,543305,R,36.0,105.0,103.46,37.93,623381.0,L,FC,90.9,2303.0,False
double,hit_into_play_no_out,596142,R,12.0,116.4,102.29,42.88,453385.0,L,FT,91.1,2304.0,True
single,hit_into_play_no_out,572228,R,15.0,78.2,97.19,90.92,453385.0,L,SL,79.5,2274.0,True
field_out,hit_into_play,518934,R,-31.0,71.0,128.61,181.68,453385.0,L,FT,91.2,2166.0,False
field_out,hit_into_play,642133,L,4.0,101.3,160.61,153.24,547888.0,R,FS,84.7,1479.0,False
field_out,hit_into_play,475253,L,69.0,80.0,149.44,167.97,547888.0,R,FF,91.8,2199.0,False
field_out,hit_into_play,457727,R,-39.0,85.3,120.99,182.19,453385.0,L,FT,90.1,2245.0,False
field_out,hit_into_play,570482,R,-11.0,95.6,129.12,180.67,453385.0,L,FT,91.1,2245.0,False
home_run,hit_into_play_score,640449,R,32.0,104.5,52.42,40.14,453385.0,L,FF,93.6,2364.0,True
field_out,hit_into_play,650402,R,29.0,51.8,163.35,159.34,453385.0,L,SL,79.8,2286.0,False
double,hit_into_play_no_out,543305,R,24.0,89.9,207.34,109.86,453385.0,L,FT,91.8,2316.0,True
field_out,hit_into_play,519299,L,-2.0,98.7,149.44,165.43,547888.0,R,FS,86.2,1464.0,False
field_out,hit_into_play,643376,R,-30.0,78.1,109.82,174.06,547888.0,R,SL,84.4,2384.0,False
field_out,hit_into_play,520471,L,-13.0,88.1,146.9,165.94,547888.0,R,FF,91.5,2026.0,False
force_out,hit_into_play,596142,R,-3.0,109.4,114.9,176.1,453385.0,L,FT,90.8,2215.0,False
field_out,hit_into_play,518934,R,-15.0,104.8,128.1,181.68,453385.0,L,FT,90.1,2216.0,False
force_out,hit_into_play,458731,L,-27.0,91.3,142.83,165.94,453385.0,L,SL,78.7,2303.0,False
field_out,hit_into_play,624415,L,20.0,98.4,85.61,48.45,547888.0,R,FS,86.2,1336.0,False
field_out,hit_into_play,545341,R,69.0,80.0,158.58,184.22,547888.0,R,SL,81.7,2410.0,False
field_out,hit_into_play,570482,R,37.0,101.7,169.8,48.98,453385.0,L,FC,91.0,2262.0,False
grounded_into_double_play,hit_into_play,642133,L,-15.0,73.5,129.12,186.76,547888.0,R,FS,86.7,1496.0,False
field_out,hit_into_play,665489,R,-36.0,59.7,99.88,175.91,547888.0,R,FS,87.5,1445.0,False
single,hit_into_play_no_out,519299,L,18.0,86.4,56.6,123.02,547888.0,R,SL,81.5,2227.0,True
field_out,hit_into_play,572228,R,0.0,95.7,120.99,159.33,453385.0,L,FT,91.2,2153.0,False
field_out,hit_into_play,518934,R,-22.0,93.3,119.98,161.87,453385.0,L,FT,91.0,2166.0,False
single,hit_into_play_score,425783,L,-11.0,84.1,132.02,175.46,542947.0,L,SL,79.8,1940.0,True
field_out,hit_into_play,643396,R,-14.0,95.4,140.5,147.0,542947.0,L,SI,89.8,2000.0,False
double,hit_into_play_score,523253,R,20.0,85.8,60.59,135.68,542947.0,L,SI,88.2,1922.0,True
single,hit_into_play_score,596059,L,21.0,68.8,146.93,121.55,542947.0,L,SL,77.3,1995.0,True
double,hit_into_play_score,452678,R,20.0,104.4,52.49,78.72,542947.0,L,FC,85.8,1952.0,True
field_error,hit_into_play_no_out,462101,R,-31.0,88.9,108.4,153.66,572998.0,R,SL,84.2,2379.0,False
field_out,hit_into_play,448801,L,50.0,83.3,56.58,117.73,656685.0,L,SL,85.1,2258.0,False
field_out,hit_into_play,542340,R,10.0,102.4,107.8,143.05,656685.0,L,CU,80.4,2286.0,False
home_run,hit_into_play_score,600474,R,29.0,104.6,88.42,20.56,656685.0,L,FT,91.6,2179.0,True
field_error,hit_into_play_score,425783,L,-26.0,82.2,144.14,155.48,542888.0,R,SL,82.3,2967.0,False
single,hit_into_play_no_out,643396,R,15.0,69.7,175.61,144.72,542888.0,R,SL,83.4,3033.0,True
force_out,hit_into_play,596059,L,-8.0,96.5,144.74,150.63,542888.0,R,CU,82.6,2975.0,False
single,hit_into_play_no_out,452678,L,5.0,89.6,112.64,173.04,542888.0,R,FF,94.2,2433.0,True
field_out,hit_into_play,621466,L,-10.0,87.6,155.31,153.9,656685.0,L,FT,92.0,2279.0,False
single,hit_into_play_no_out,593643,R,-14.0,79.0,104.77,156.69,656685.0,L,FT,92.3,2258.0,True
field_out,hit_into_play,621006,R,5.0,74.2,111.43,152.45,656685.0,L,SL,83.9,2136.0,False
single,hit_into_play_no_out,592261,R,-7.0,76.6,113.25,148.21,571858.0,R,SL,84.8,2411.0,True
field_out,hit_into_play,542340,R,-21.0,82.9,107.19,167.59,656685.0,L,FT,94.0,2179.0,False
home_run,hit_into_play_score,600474,R,25.0,101.3,62.21,32.02,571946.0,R,FF,95.7,2356.0,True
single,hit_into_play_no_out,596105,L,6.0,99.6,128.39,120.35,571946.0,R,FF,96.2,2285.0,True
grounded_into_double_play,hit_into_play,608597,L,-15.0,74.2,106.59,161.53,643316.0,L,SL,83.9,2733.0,False
single,hit_into_play_no_out,452678,L,14.0,103.9,131.69,85.5,605164.0,R,CH,84.0,1653.0,True
field_out,hit_into_play,621466,L,0.0,80.5,158.67,166.98,571946.0,R,FF,94.0,2276.0,False
grounded_into_double_play,hit_into_play,641820,R,-25.0,83.4,114.46,151.24,571946.0,R,FF,93.3,2177.0,False
single,hit_into_play_no_out,593643,R,-8.0,88.7,125.36,137.31,571946.0,R,CU,79.9,2277.0,True
field_out,hit_into_play,452254,R,-1.0,94.9,105.98,151.24,605164.0,R,CH,85.8,1664.0,False
field_out,hit_into_play,462101,R,-62.0,66.6,107.19,173.04,605164.0,R,SL,82.8,2613.0,False
single,hit_into_play,621006,R,-8.0,93.3,99.32,165.77,571946.0,R,CU,80.2,2247.0,True
field_out,hit_into_play,542979,R,-2.0,82.4,143.53,151.24,571946.0,R,CU,79.5,2210.0,False
field_out,hit_into_play,448801,L,23.0,100.8,145.22,34.9,571946.0,R,CU,78.7,2339.0,False
field_out,hit_into_play,425783,L,61.0,66.6,107.19,152.45,605164.0,R,FF,91.7,2542.0,False
single,hit_into_play_score,643396,R,11.0,89.2,142.32,100.36,605164.0,R,FF,91.9,2376.0,True
double,hit_into_play_no_out,608597,L,6.0,103.9,78.72,122.16,605164.0,R,CH,83.8,1352.0,True
field_out,hit_into_play,596059,L,-48.0,63.7,126.33,202.9,605164.0,R,CH,83.2,1631.0,False
field_out,hit_into_play,542340,L,-2.0,104.4,110.22,150.03,502304.0,R,FF,93.6,2113.0,False
field_out,hit_into_play,600474,R,7.0,108.2,110.22,147.0,502304.0,R,FF,93.8,2017.0,False
double,hit_into_play_score,596105,L,6.0,108.7,160.49,59.17,502304.0,R,FF,93.9,2046.0,True
single,hit_into_play_no_out,593643,R,-19.0,93.3,104.16,161.53,592767.0,L,FF,89.0,2043.0,True
field_out,hit_into_play,621006,R,-7.0,65.9,105.98,166.98,592767.0,L,CH,83.3,1183.0,False
home_run,hit_into_play_score,542979,R,24.0,105.2,59.28,39.5,592767.0,L,CH,80.4,1217.0,True
field_out,hit_into_play,452254,R,31.0,84.2,138.7,60.85,605164.0,R,CU,81.9,2536.0,False
field_out,hit_into_play,608577,L,36.0,91.5,196.85,64.89,605164.0,R,CU,76.4,2543.0,False
sac_fly,hit_into_play_score,462101,R,32.0,89.1,89.02,79.77,605164.0,R,SL,82.1,2582.0,False
single,hit_into_play_no_out,592261,R,22.0,79.7,192.16,117.51,605164.0,R,FF,91.2,2470.0,True
field_out,hit_into_play,448801,L,47.0,100.8,126.57,64.02,592767.0,L,FC,87.2,1908.0,False
single,hit_into_play_no_out,542340,R,-31.0,97.3,147.17,160.93,592767.0,L,FF,91.7,2121.0,True
field_out,hit_into_play,643396,R,23.0,92.2,145.29,56.39,605164.0,R,SL,80.3,2576.0,False
field_out,hit_into_play,596059,L,56.0,86.8,75.18,113.64,605164.0,R,FF,91.8,2460.0,False
field_out,hit_into_play,452678,L,8.0,93.4,159.28,169.41,605164.0,R,CU,76.4,2431.0,False
field_out,hit_into_play,600524,R,-21.0,82.9,99.92,165.17,592767.0,L,CH,83.1,1319.0,False
sac_fly,hit_into_play_score,641820,R,41.0,91.9,174.57,73.72,592767.0,L,FF,89.0,2032.0,False
field_out,hit_into_play,593643,R,53.0,87.8,64.03,118.24,592767.0,L,CU,75.1,1872.0,False
single,hit_into_play_no_out,621006,R,-12.0,97.2,125.36,199.08,592767.0,L,FF,88.7,2045.0,True
single,hit_into_play_no_out,542979,R,17.0,102.2,73.65,111.78,592767.0,L,CU,75.9,1797.0,True
single,hit_into_play_no_out,608577,L,13.0,59.5,100.71,159.27,605164.0,R,FF,92.6,2520.0,True
field_out,hit_into_play,462101,R,59.0,90.0,138.57,110.73,605164.0,R,FF,91.2,2435.0,False
home_run,hit_into_play_score,425783,L,20.0,111.8,127.4,18.46,605164.0,R,FF,91.5,2530.0,True
field_out,hit_into_play,542340,R,24.0,95.9,161.49,45.32,592767.0,L,CU,76.3,1737.0,False
home_run,hit_into_play_score,600474,R,29.0,102.4,52.84,38.71,592767.0,L,FF,89.0,1933.0,True
home_run,hit_into_play_score,596105,L,28.0,102.8,73.4,40.91,592767.0,L,FF,90.4,2148.0,True
field_out,hit_into_play,600524,R,69.0,80.0,161.1,197.27,592767.0,L,CH,83.6,1151.0,False
single,hit_into_play_no_out,593643,R,-36.0,40.0,125.36,197.87,592767.0,L,CU,75.2,1907.0,True
field_out,hit_into_play,664056,R,34.0,94.1,164.01,53.12,628452.0,R,SL,84.4,2361.0,False
single,hit_into_play_no_out,543939,L,42.0,70.4,106.54,106.63,628452.0,R,SI,96.7,2541.0,True
field_out,hit_into_play,553993,R,15.0,48.2,135.89,165.37,605154.0,R,FF,94.2,2323.0,False
field_out,hit_into_play,458015,L,-12.0,82.7,151.13,153.75,643778.0,L,FT,88.6,2152.0,False
single,hit_into_play_no_out,542303,R,17.0,91.8,91.48,73.52,456696.0,R,SL,85.9,2384.0,True
field_out,hit_into_play,669222,R,-4.0,94.0,145.54,163.9,643778.0,L,FT,88.7,2208.0,False
field_out,hit_into_play,571466,R,55.0,81.1,72.27,121.6,643778.0,L,CH,79.3,1759.0,False
field_out,hit_into_play,606299,R,-4.0,70.0,118.62,156.28,643778.0,L,CH,77.9,1811.0,False
grounded_into_double_play,hit_into_play,572761,L,-7.0,88.1,119.64,157.81,607237.0,L,FF,95.9,2144.0,False
single,hit_into_play_no_out,576397,R,5.0,104.5,87.13,127.84,607237.0,L,SL,84.0,1887.0,True
double,hit_into_play_no_out,664056,R,16.0,108.0,163.27,49.74,607237.0,L,FT,96.8,2152.0,True
field_out,hit_into_play,578428,R,-44.0,79.7,144.02,162.38,608379.0,R,FF,97.5,2134.0,False
field_out,hit_into_play,451594,L,2.0,74.8,155.7,156.28,622491.0,R,CH,86.2,1838.0,False
field_out,hit_into_play,446308,L,6.0,96.3,113.03,167.46,622491.0,R,FF,96.0,2365.0,False
field_out,hit_into_play,542303,R,33.0,90.2,72.84,63.54,622491.0,R,SL,84.3,2373.0,False
force_out,hit_into_play,624577,R,-10.0,109.2,119.13,152.22,608379.0,R,FF,95.3,2067.0,False
single,hit_into_play_no_out,553993,R,9.0,82.3,77.03,119.75,608379.0,R,FC,91.8,2116.0,True
field_out,hit_into_play,669222,R,-6.0,76.7,106.94,169.49,608379.0,R,FF,94.6,1951.0,False
field_out,hit_into_play,502671,R,40.0,100.7,117.06,51.98,622491.0,R,CH,87.3,1959.0,False
field_out,hit_into_play,622491,R,-19.0,76.5,113.03,161.36,608379.0,R,FF,94.0,1948.0,False
single,hit_into_play_score,606299,R,11.0,94.3,138.77,89.47,608379.0,R,FF,95.0,2037.0,True
field_error,hit_into_play_no_out,571657,R,-21.0,82.9,115.57,186.25,650893.0,L,SL,81.9,2547.0,False
single,hit_into_play_no_out,592200,R,30.0,69.9,146.31,101.08,650893.0,L,FF,97.6,2011.0,True
field_out,hit_into_play,578428,R,3.0,49.9,105.96,165.0,650893.0,L,FF,97.1,2134.0,False
home_run,hit_into_play_score,624577,R,22.0,106.3,110.95,19.43,650893.0,L,FF,96.7,2203.0,True
field_out,hit_into_play,553993,R,10.0,80.3,109.8,143.49,650893.0,L,SL,82.3,2610.0,False
field_out,hit_into_play,543939,L,52.0,74.4,86.5,122.96,622491.0,R,CH,87.7,2056.0,False
field_out,hit_into_play,458015,L,23.0,100.8,88.88,54.85,650893.0,L,FF,95.0,2217.0,False
double,hit_into_play_score,669222,R,5.0,100.6,41.92,112.6,650893.0,L,CH,88.3,1801.0,True
fielders_choice_out,hit_into_play,622491,R,-27.0,76.9,128.78,188.29,650893.0,L,FF,94.4,2112.0,False
double,hit_into_play_score,606299,R,9.0,96.2,102.4,85.42,650893.0,L,SL,79.9,2563.0,True
single,hit_into_play_no_out,571657,R,12.0,102.3,82.73,90.69,650893.0,L,FF,97.5,2206.0,True
field_out,hit_into_play,592200,R,26.0,98.2,64.29,56.85,650893.0,L,FF,94.7,2272.0,False
single,hit_into_play_no_out,578428,R,19.0,73.4,149.72,92.56,650893.0,L,SL,82.3,2568.0,True
field_out,hit_into_play,451594,L,10.0,106.9,158.47,141.07,622491.0,R,FT,97.1,2136.0,False
field_out,hit_into_play,624577,R,34.0,97.7,208.6,65.45,650893.0,L,FF,95.8,2236.0,False
field_out,hit_into_play,553993,R,34.0,97.8,178.92,47.47,650893.0,L,FF,95.2,2187.0,False
single,hit_into_play_no_out,458015,L,2.0,69.5,122.68,104.47,650893.0,L,FF,96.0,2132.0,True
field_out,hit_into_play,669222,R,30.0,75.9,193.87,116.75,650893.0,L,FF,95.7,2024.0,False
force_out,hit_into_play,657557,R,-18.0,84.0,106.43,162.38,622491.0,R,SL,85.6,2200.0,False
field_out,hit_into_play,543939,L,29.0,87.2,74.25,74.81,622491.0,R,FF,96.1,2150.0,False
grounded_into_double_play,hit_into_play,622491,R,-18.0,74.3,141.99,164.41,650893.0,L,FF,94.4,2240.0,False
field_out,hit_into_play,571657,R,36.0,83.0,132.27,72.12,650893.0,L,FF,95.4,2095.0,False
fielders_choice,hit_into_play_no_out,592200,R,-2.0,93.4,109.48,161.87,650893.0,L,FF,94.2,2160.0,False
field_out,hit_into_play,446308,L,33.0,71.5,64.53,122.38,622491.0,R,CH,88.0,1931.0,False
field_out,hit_into_play,502671,R,-9.0,78.0,107.45,176.1,622491.0,R,CH,87.4,1946.0,False
single,hit_into_play_no_out,657557,R,-24.0,45.7,116.79,172.72,622491.0,R,FT,98.1,2013.0,True
home_run,hit_into_play_score,572761,L,32.0,102.0,134.34,23.86,622491.0,R,FT,96.8,2140.0,True
field_out,hit_into_play,624577,R,55.0,74.5,184.85,137.19,650893.0,L,FF,95.9,2261.0,False
field_out,hit_into_play,553993,R,15.0,66.5,135.17,141.67,650893.0,L,FF,94.8,2214.0,False
single,hit_into_play_no_out,458015,L,5.0,91.5,165.35,80.6,650893.0,L,FF,96.6,2248.0,True
field_out,hit_into_play,669222,R,7.0,106.2,140.97,151.71,650893.0,L,FF,94.4,2098.0,False
field_out,hit_into_play,664238,R,10.0,84.4,152.18,162.46,572086.0,R,FF,92.1,2456.0,False
field_out,hit_into_play,643418,L,8.0,106.0,136.77,139.49,572086.0,R,FF,91.0,2359.0,False
field_out,hit_into_play,664702,R,22.0,79.3,147.29,86.78,670036.0,R,FF,91.2,2344.0,False
field_out,hit_into_play,455139,R,-9.0,73.7,108.25,170.96,670036.0,R,SL,86.3,2555.0,False
field_out,hit_into_play,596129,L,26.0,90.8,100.5,57.12,606965.0,R,CH,84.8,1664.0,False
field_out,hit_into_play,572122,L,37.0,91.5,211.9,88.28,606965.0,R,CH,84.1,1684.0,False
field_out,hit_into_play,493329,R,-34.0,95.8,116.36,150.68,592145.0,L,FF,93.1,2518.0,False
single,hit_into_play_no_out,488726,L,0.0,93.9,148.81,93.9,592145.0,L,FF,93.5,2534.0,True
sac_fly,hit_into_play_score,608324,R,43.0,89.9,120.49,74.52,592145.0,L,FF,92.8,2550.0,False
field_out,hit_into_play,605233,L,11.0,113.8,173.54,68.35,592145.0,L,FF,94.4,2595.0,False
double,hit_into_play_score,545350,R,2.0,105.6,49.95,118.23,592145.0,L,FF,94.2,2550.0,True
single,hit_into_play_score,664702,R,4.0,91.5,124.47,98.46,592145.0,L,CU,78.7,2513.0,True
single,hit_into_play_no_out,643393,L,-36.0,40.0,136.13,187.18,592145.0,L,FF,93.4,2464.0,True
field_out,hit_into_play,605480,L,27.0,73.8,121.2,96.11,501789.0,R,CU,81.7,2891.0,False
field_out,hit_into_play,502210,L,48.0,86.2,76.88,100.33,592165.0,R,FF,95.1,2281.0,False
sac_fly,hit_into_play_score,493329,R,22.0,89.4,86.82,63.79,592165.0,R,SI,94.6,2279.0,False
field_out,hit_into_play_score,608324,R,-66.0,53.6,115.85,183.12,592165.0,R,CH,86.2,1564.0,False
single,hit_into_play_score,605233,L,-17.0,103.2,165.54,106.07,592165.0,R,SI,94.6,2371.0,True
single,hit_into_play_no_out,545350,R,17.0,70.1,79.86,128.37,592165.0,R,SI,93.9,2068.0,True
field_out,hit_into_play,643418,L,38.0,95.6,126.42,59.98,594056.0,L,SL,85.0,2100.0,False
double,hit_into_play_score,596129,L,21.0,106.5,147.29,32.39,594056.0,L,FF,94.5,2400.0,True
single,hit_into_play_score,553882,L,35.0,66.6,139.91,106.93,657624.0,R,FF,97.4,2270.0,True
field_out,hit_into_play,570267,R,45.0,100.6,158.51,67.91,657624.0,R,FF,96.7,2299.0,False
single,hit_into_play_no_out,605480,L,18.0,65.2,144.96,111.6,489119.0,L,FC,87.2,2272.0,True
field_out,hit_into_play,643393,L,-18.0,78.0,109.26,173.49,613534.0,R,FT,97.8,2537.0,False
field_out,hit_into_play,502210,L,-23.0,93.6,143.23,147.13,613534.0,R,SL,89.8,2813.0,False
field_out,hit_into_play,664238,R,60.0,94.9,108.04,116.65,489119.0,L,FF,91.5,2210.0,False
field_out,hit_into_play,643418,L,-21.0,82.9,129.54,157.78,489119.0,L,FT,89.9,2051.0,False
field_out,hit_into_play,542921,R,-32.0,77.5,156.41,164.37,489119.0,L,FF,91.3,2265.0,False
field_out,hit_into_play,493329,R,69.0,80.0,119.91,177.04,613534.0,R,FF,95.5,2549.0,False
double,hit_into_play_score,488726,L,-26.0,96.3,59.07,132.94,613534.0,R,SL,91.1,2812.0,True
double,hit_into_play_score,608324,R,24.0,94.9,57.13,61.38,621058.0,R,CH,82.8,1977.0,True
double,hit_into_play_no_out,605233,L,7.0,104.1,107.74,67.03,621058.0,R,CH,81.6,1732.0,True
