"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2019-04-08","92.3","-1.6911","5.4864","Dee Gordon",543829,605130,"single","hit_into_play_no_out",,,,,12,"Dee Gordon singles on a line drive to center fielder Billy Hamilton.  ","R","L","R","KC","SEA","X",8,"line_drive",3,2,2019,"-0.2138","1.1454","0.5122","3.4990","null","null","null",2,7,"Top","124.55","88.22",,,455117,,"190409_024800","6.1841","-134.4762","-1.8735","-3.9195","27.0306","-17.6253","3.3190","1.5130","119","81.0","7","94.0530","2255","7.0870",565707,605130,455117,656811,572008,641531,609275,460086,571740,605253,"53.4121","0.371","0.333","0.90",1,1,0,2,65,"7","4-Seam Fastball",4,12,12,4,12,4,12,4,"Standard","Standard"
"SI","2019-04-08","86.6","4.1428","2.5575","Dee Gordon",543829,657612,"single","hit_into_play_score",,,,,8,"Dee Gordon singles on a line drive to center fielder Billy Hamilton.   Daniel Vogelbach scores.    Ryon Healy to 3rd.    Dylan Moore to 2nd.  ","R","L","L","KC","SEA","X",8,"line_drive",2,1,2019,"1.3000","-0.5782","0.0173","1.4353",596129,592387,664238,1,6,"Top","107.76","87.26",,,455117,,"190409_021357","-12.5652","-125.5195","4.7596","16.3669","24.3939","-39.4835","3.3190","1.5130","175","95.3","10","86.9700","2110","6.6510",565707,657612,455117,656811,572008,641531,609275,460086,571740,593160,"53.8484","0.705","0.661","0.90",1,1,0,4,53,"4","Sinker",4,5,5,4,5,4,5,4,"Strategic","Standard"
"FF","2019-04-08","93.5","-2.5453","6.1524","Dee Gordon",543829,456701,"field_out","hit_into_play",,,,,9,"Dee Gordon grounds out sharply to first baseman Ryan O'Hearn.  ","R","L","R","KC","SEA","X",3,"ground_ball",0,0,2019,"-0.6596","1.0872","0.7330","1.7519","null","null","null",2,2,"Top","147.41","172.03",,,455117,,"190409_005159","10.0057","-135.8545","-8.1404","-10.2897","26.0217","-16.9809","3.3190","1.5130","26","98.1","-2","94.7140","2113","6.7980",565707,456701,455117,656811,572008,641531,609275,460086,571740,593160,"53.7020","0.374","0.339","0.00",1,0,0,2,16,"1","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FC","2019-04-07","90.2","2.9029","6.3005","Dee Gordon",543829,605240,"force_out","hit_into_play",,,,,13,"Mariners challenged (play at 1st), call on the field was overturned: Dee Gordon grounds into a force out, second baseman Jose Rondon to shortstop Tim Anderson.   Daniel Vogelbach out at 2nd.    Dee Gordon to 1st.  ","R","L","L","CWS","SEA","X",4,"ground_ball",3,2,2019,"0.1384","0.2595","-0.9966","1.9264","null","null",596129,1,7,"Top","141.11","155.48",,,456078,,"190407_210226","-9.7999","-130.9103","-5.4229","3.2986","23.2155","-28.5034","3.3190","1.5130","7","72.1","-15","89.2100","2688","5.4680",567265,605240,456078,475174,602922,660162,641313,650391,641553,641477,"55.0313","0.066","0.064","0.00",1,0,0,2,62,"7","Cutter",2,11,11,2,11,2,11,2,"Standard","Standard"
"FF","2019-04-07","91.9","1.7181","6.1661","Dee Gordon",543829,621350,"field_out","hit_into_play",,,,,8,"Dee Gordon grounds out to first baseman Yonder Alonso.  ","R","L","L","CWS","SEA","X",3,"ground_ball",1,2,2019,"0.9535","1.3096","0.2295","1.6357","null","null","null",1,5,"Top","154.43","166.98",,,456078,,"190407_202154","-5.9141","-133.7950","-8.7073","12.7919","22.1971","-14.6570","3.3190","1.5130","null","82.9","-21","93.5870","2186","6.7470",567265,621350,456078,475174,602922,660162,641313,650391,641553,641477,"53.7524","0.066","0.060","0.00",1,0,0,2,44,"4","4-Seam Fastball",2,11,11,2,11,2,11,2,"Standard","Standard"
"FF","2019-04-07","95.2","-1.4559","6.3997","Dee Gordon",543829,621114,"field_out","hit_into_play",,,,,5,"Dee Gordon grounds out sharply, second baseman Jose Rondon to first baseman Yonder Alonso.  ","R","L","R","CWS","SEA","X",4,"ground_ball",3,2,2019,"-0.4613","1.3395","-0.0555","2.7045","null",596129,"null",2,3,"Top","145.35","152.45",,,456078,,"190407_193320","4.8076","-138.6210","-7.2789","-7.1277","29.0173","-13.0444","3.3010","1.5040","46","101.9","0","96.8340","2091","7.0430",567265,621114,456078,475174,602922,660162,641313,650391,641553,641477,"53.4569","0.397","0.352","0.00",1,0,0,4,27,"6","4-Seam Fastball",1,7,7,1,7,1,7,1,"Standard","Strategic"
"FT","2019-04-07","92.6","-2.5498","6.3034","Dee Gordon",543829,467100,"single","hit_into_play_no_out",,,,,7,"Dee Gordon singles on a ground ball to right fielder Ryan Cordell.  ","R","L","R","CWS","SEA","X",9,"ground_ball",0,2,2019,"-1.4010","0.2617","-0.2946","1.9548","null","null","null",0,3,"Top","151.41","101.57",,,456078,,"190407_185905","8.6875","-134.5317","-5.8537","-18.5825","26.1436","-28.0924","3.3010","1.5040","67","100.0","2","92.2500","2104","5.9360",567265,467100,456078,475174,602922,660162,641313,650391,641553,641477,"54.5634","0.513","0.482","0.90",1,1,0,4,18,"3","2-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FT","2019-04-02","95.4","-2.9313","6.4356","Dee Gordon",543829,472610,"field_out","hit_into_play",,,,,13,"Dee Gordon grounds out, third baseman Zack Cozart to first baseman Albert Pujols.  ","R","L","R","SEA","LAA","X",5,"ground_ball",2,0,2019,"-1.2474","0.8846","-1.1236","2.0277","null","null","null",1,8,"Bot","105.63","178.84",,,518960,,"190403_040641","7.4721","-138.5552","-7.8535","-17.5534","30.8346","-19.3875","3.4487","1.6478","9","64.4","-11","94.7900","2091","6.0320",566377,472610,518960,405395,664058,446359,592743,488721,545361,594777,"54.4677","0.053","0.036","0.00",1,0,0,2,54,"3","2-Seam Fastball",2,1,2,1,1,2,2,1,"Strategic","Standard"
"FF","2019-04-02","91.3","-0.8391","6.5059","Dee Gordon",543829,502239,"double","hit_into_play_no_out",,,,,3,"Dee Gordon doubles (1) on a ground ball to right fielder Kole Calhoun.  ","R","L","R","SEA","LAA","X",9,"ground_ball",2,0,2019,"-0.4401","1.4989","0.6134","3.3502","null","null","null",1,6,"Bot","195.45","130.40",,,518960,,"190403_032604","4.6122","-132.8963","-5.3330","-6.1700","26.6396","-13.4399","3.3566","1.5789","46","97.7","-1","91.7280","2160","6.3850",566377,502239,518960,405395,664058,446359,592743,488721,545361,594777,"54.1145","0.403","0.373","1.25",1,1,1,2,38,"3","4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2019-04-02","91.5","-1.7553","6.0746","Dee Gordon",543829,502239,"field_out","hit_into_play",,,,,6,"Dee Gordon flies out to center fielder Mike Trout.  ","R","L","R","SEA","LAA","X",8,"fly_ball",0,0,2019,"-0.9342","1.1401","0.2815","2.6360","null",596129,"null",1,3,"Bot","129.54","85.28",,,518960,,"190403_024634","7.1229","-133.0675","-5.2860","-12.4960","25.4906","-17.7739","3.4947","1.6019","291","84.8","40","91.7190","2323","6.2150",566377,502239,518960,405395,664058,446359,592743,488721,545361,594777,"54.2848","0.005","0.009","0.00",1,0,0,3,20,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2019-04-01","92.1","-1.8982","6.0881","Dee Gordon",543829,592135,"field_out","hit_into_play",,,,,9,"Dee Gordon grounds out, first baseman Justin Bour to pitcher Cam Bedrosian.  ","R","L","R","SEA","LAA","X",3,"ground_ball",1,1,2019,"0.2650","1.1856","0.5202","1.8179","null","null","null",0,8,"Bot","150.83","163.35",,,518960,,"190402_050810","5.5396","-133.9381","-7.5232","2.0209","27.5935","-16.6966","3.3190","1.5130","10","94.6","-11","91.7570","2268","6.0130",566376,592135,518960,571506,600303,664058,592743,571718,545361,594777,"54.4866","0.182","0.175","0.00",1,0,0,2,70,"3","4-Seam Fastball",6,3,6,3,3,6,6,3,"Standard","Standard"
"FF","2019-04-01","94.4","-2.5307","5.8509","Dee Gordon",543829,605121,"single","hit_into_play_no_out",,,,,5,"Dee Gordon singles on a ground ball to right fielder Kole Calhoun.   Ryon Healy to 3rd.  ","R","L","R","SEA","LAA","X",9,"ground_ball",0,0,2019,"-0.6389","1.5383","0.1037","2.6454","null","null",592387,1,6,"Bot","198.49","109.62",,,518960,,"190402_041823","8.2976","-137.1699","-6.0758","-9.9412","30.5920","-11.5492","3.3190","1.5130","16","96.6","-9","94.5350","2215","6.4660",566376,605121,518960,571506,600303,664058,592743,571718,545361,594777,"54.0336","0.218","0.201","0.90",1,1,0,2,53,"1","4-Seam Fastball",4,3,4,3,3,4,4,3,"Standard","Standard"
"FF","2019-04-01","90.1","-1.8318","5.9929","Dee Gordon",543829,608717,"field_out","hit_into_play",,,,,4,"Dee Gordon grounds out, shortstop Andrelton Simmons to first baseman Justin Bour.  ","R","L","R","SEA","LAA","X",6,"ground_ball",1,2,2019,"-0.4524","1.1942","-0.5314","2.6907","null","null","null",2,4,"Bot","113.83","156.26",,,518960,,"190402_033454","4.1727","-131.2092","-4.7885","-6.0376","25.9936","-17.6812","3.3190","1.5130","11","90.7","-13","90.1590","2496","6.1410",566376,608717,518960,571506,600303,664058,592743,571718,545361,594777,"54.3586","0.129","0.108","0.00",1,0,0,2,37,"4","4-Seam Fastball",4,3,4,3,3,4,4,3,"Standard","Standard"
"FF","2019-04-01","89.1","-1.9033","6.0636","Dee Gordon",543829,608717,"field_out","hit_into_play",,,,,6,"Dee Gordon flies out to center fielder Mike Trout.  ","R","L","R","SEA","LAA","X",8,"fly_ball",2,0,2019,"-0.4330","1.3256","0.3419","2.5455","null","null","null",0,2,"Bot","88.34","71.33",,,518960,,"190402_025107","6.3949","-129.6345","-5.4235","-6.0574","23.6356","-16.4063","3.3010","1.5040","315","90.1","37","89.3080","2462","6.1420",566376,608717,518960,571506,600303,664058,592743,571718,545361,594777,"54.3577","0.029","0.038","0.00",1,0,0,3,18,"3","4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard"
"FF","2019-03-31","96.4","-1.7808","5.5968","Dee Gordon",543829,518489,"strikeout","swinging_strike",,,,,1,"Dee Gordon strikes out swinging.  ","R","L","R","SEA","BOS","S",2,"null",2,2,2019,"-0.9633","1.4490","-0.3000","3.4281","null","null",542921,2,8,"Bot","null","null",,,543877,,"190331_232643","6.1831","-140.2932","-3.5542","-14.2200","30.5253","-12.2287","3.3400","1.4000","null","null","null","97.1440","2483","6.6200",566375,518489,543877,519048,456488,646240,593428,502110,598265,605141,"53.8798","null","null","0.00",1,0,0,"null",83,"5","4-Seam Fastball",10,7,10,7,7,10,10,7,"Standard","Strategic"
"FC","2019-03-31","92.4","-2.1865","6.5149","Dee Gordon",543829,605155,"single","hit_into_play_no_out",,,,,12,"Dee Gordon singles on a fly ball to center fielder Jackie Bradley.  ","R","L","R","SEA","BOS","X",8,"fly_ball",3,2,2019,"0.5333","0.4786","0.9629","2.6041","null","null","null",0,7,"Bot","127.93","117.05",,,543877,,"190331_224803","6.8213","-134.3109","-5.1190","4.8779","29.0288","-25.6051","3.3400","1.4000","199","61.8","32","91.6470","2516","5.8910",566375,605155,543877,519048,456488,646240,593428,502110,598265,605141,"54.6087","0.674","0.599","0.90",1,1,0,4,69,"6","Cutter",10,7,10,7,7,10,10,7,"Standard","Strategic"
"SL","2019-03-31","75.6","2.2276","5.9448","Dee Gordon",543829,598271,"field_out","hit_into_play",,,,,4,"Dee Gordon flies out to center fielder Jackie Bradley.  ","R","L","L","SEA","BOS","X",8,"fly_ball",0,0,2019,"-1.6149","0.0257","-0.6599","2.7143","null","null","null",0,5,"Bot","146.44","65.15",,,543877,,"190331_220042","-3.1935","-109.9324","0.3201","-12.0314","19.5494","-32.3032","3.3010","1.5040","320","93.3","37","74.1330","2423","5.2420",566375,598271,543877,519048,456488,646240,593428,502110,598265,605141,"55.2571","0.058","0.118","0.00",1,0,0,3,53,"1","Slider",10,6,10,6,6,10,10,6,"Strategic","Standard"
"FF","2019-03-31","90.1","-1.4567","6.0500","Dee Gordon",543829,519144,"single","hit_into_play_score",,,,,5,"Dee Gordon singles on a line drive to center fielder Jackie Bradley.   Jay Bruce scores.    Omar Narvaez scores.    Daniel Vogelbach to 2nd.  ","R","L","R","SEA","BOS","X",8,"line_drive",0,0,2019,"-0.7973","1.3749","0.0725","2.5164",457803,553882,596129,2,2,"Bot","94.37","99.20",,,543877,,"190331_205653","5.4529","-130.9739","-5.6532","-10.2687","28.6088","-15.5205","3.3400","1.4000","203","95.0","10","89.6040","2338","6.1190",566375,519144,543877,519048,456488,646240,593428,502110,598265,605141,"54.3809","0.705","0.661","0.90",1,1,0,4,20,"1","4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Strategic"
"CH","2019-03-30","85.3","-1.5568","5.9018","Dee Gordon",543829,584171,"field_out","hit_into_play",,,,,13,"Dee Gordon grounds out, second baseman Brock Holt to first baseman Mitch Moreland.  ","R","L","R","SEA","BOS","X",4,"ground_ball",2,2,2019,"-1.2412","0.8101","-0.8763","2.1342","null","null","null",0,8,"Bot","142.22","152.20",,,596119,,"190331_035600","4.0608","-124.2206","-4.2265","-13.5729","22.7382","-23.2334","3.4046","1.6300","10","86.9","-12","85.4150","1436","6.1280",566374,584171,596119,519048,571788,646240,593428,643217,598265,605141,"54.3710","0.140","0.130","0.00",1,0,0,2,69,"5","Changeup",6,2,6,2,2,6,6,2,"Standard","Strategic"
"FF","2019-03-30","93.2","-2.3710","5.3941","Dee Gordon",543829,592390,"field_out","hit_into_play",,,,,2,"Dee Gordon flies out to right fielder Mookie Betts.  ","R","L","R","SEA","BOS","X",9,"fly_ball",1,0,2019,"-0.4679","1.3734","0.2511","2.9475",542921,"null",608596,2,5,"Bot","140.26","89.86",,,596119,,"190331_030724","7.7768","-135.5281","-3.5507","-7.4478","28.9855","-14.6411","3.3425","1.6341","263","74.0","32","93.4150","2237","6.4060",566374,592390,596119,519048,571788,646240,593428,643217,598265,605141,"54.0935","0.276","0.284","0.00",1,0,0,3,50,"2","4-Seam Fastball",6,2,6,2,2,6,6,2,"Standard","Strategic"
"FT","2019-03-30","90.9","1.9326","5.5284","Dee Gordon",543829,593958,"single","hit_into_play_score",,,,,6,"Dee Gordon singles on a ground ball to left fielder Andrew Benintendi.   Ryon Healy scores.  ","R","L","L","SEA","BOS","X",7,"ground_ball",1,1,2019,"1.3460","0.7541","0.3593","2.3644",592387,"null","null",2,4,"Bot","93.26","155.96",,,596119,,"190331_022719","-6.7364","-132.0984","-3.5928","16.9840","27.1155","-22.9207","3.4317","1.6862","124","61.9","16","90.4240","2139","5.9900",566374,593958,596119,519048,571788,646240,593428,643217,598265,605141,"54.5092","0.266","0.240","0.90",1,1,0,2,36,"3","2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FC","2019-03-30","88.0","2.2186","5.3675","Dee Gordon",543829,593958,"field_out","hit_into_play",,,,,9,"Dee Gordon grounds out to first baseman Mitch Moreland.  ","R","L","L","SEA","BOS","X",3,"ground_ball",2,2,2019,"-0.0644","0.6853","0.3029","2.1923","null","null","null",1,2,"Bot","156.92","175.01",,,596119,,"190331_014801","-4.4965","-128.1678","-3.0836","0.0840","22.6063","-24.2807","3.4199","1.6654","2","60.5","-55","88.1750","2012","6.0240",566374,593958,596119,519048,571788,646240,593428,643217,598265,605141,"54.4757","0.184","0.167","0.00",1,0,0,2,19,"5","Cutter",2,1,2,1,1,2,2,1,"Standard","Standard"
"FF","2019-03-29","90.9","1.0843","6.3895","Dee Gordon",543829,598271,"strikeout","called_strike",,,,,7,"Dee Gordon called out on strikes.  ","R","L","L","SEA","BOS","S",2,"null",3,2,2019,"0.5551","1.4019","-0.5475","1.7070","null","null","null",1,8,"Bot","null","null",,,543877,,"190330_050317","-5.2833","-132.1312","-8.8608","7.5928","26.2225","-14.0843","3.3811","1.5244","null","null","null","91.2360","2189","6.3980",566373,598271,543877,607752,456488,646240,593428,643217,598265,605141,"54.1012","null","null","0.00",1,0,0,"null",68,"6","4-Seam Fastball",6,4,6,4,4,6,6,4,"Strategic","Standard"
"CH","2019-03-29","88.4","-2.3336","6.5090","Dee Gordon",543829,605155,"field_out","hit_into_play",,,,,7,"Dee Gordon grounds out, second baseman Eduardo Nunez to first baseman Sam Travis.  ","R","L","R","SEA","BOS","X",4,"ground_ball",1,0,2019,"-0.3376","0.4887","-0.6066","1.4999","null","null","null",0,6,"Bot","144.75","153.72",,,543877,,"190330_040339","4.8403","-128.4808","-7.0622","-4.6308","25.3800","-25.6932","3.4285","1.5692","null","82.9","-21","87.6170","1919","5.7580",566373,605155,543877,607752,456488,646240,593428,643217,598265,605141,"54.7411","0.066","0.060","0.00",1,0,0,2,49,"2","Changeup",6,3,6,3,3,6,6,3,"Strategic","Strategic"
"FS","2019-03-29","86.4","-2.3360","6.0515","Dee Gordon",543829,543135,"field_out","hit_into_play",,,,,4,"Dee Gordon grounds out, shortstop Xander Bogaerts to first baseman Sam Travis.  ","R","L","R","SEA","BOS","X",6,"ground_ball",1,1,2019,"-0.7186","-0.1810","-0.6907","2.2503","null","null","null",2,2,"Bot","113.32","158.28",,,543877,,"190330_024751","5.2717","-125.6543","-2.5088","-8.4388","22.7749","-33.8294","3.5176","1.6267","18","93.2","-5","85.7110","1482","5.6420",566373,543135,543877,607752,456488,646240,593428,643217,598265,605141,"54.8576","0.245","0.231","0.00",1,0,0,2,17,"3","Split Finger",3,1,3,1,1,3,3,1,"Strategic","Strategic"
"CU","2019-03-28","79.6","-2.1704","5.8416","Dee Gordon",543829,592804,"strikeout","foul_tip",,,,,9,"Dee Gordon strikes out on a foul tip.  ","R","L","R","SEA","BOS","S",2,"null",2,2,2019,"0.6262","-1.2084","0.5963","1.3180","null","null","null",1,7,"Bot","null","null",,,543877,,"190329_021039","4.8534","-115.6409","-0.9067","4.4744","22.9569","-42.7596","3.3400","1.4000","null","null","null","78.2090","3003","5.5450",566372,592804,543877,519048,456488,646240,593428,643217,598265,605141,"54.9550","null","null","0.00",1,0,0,"null",69,"7","Curveball",10,4,10,4,4,10,10,4,"Standard","Standard"
"FF","2019-03-28","92.2","-1.4617","5.5982","Dee Gordon",543829,584171,"field_out","hit_into_play",,,,,3,"Dee Gordon pops out to third baseman Rafael Devers.  ","R","L","R","SEA","BOS","X",5,"popup",2,2,2019,"-0.7140","1.4424","0.7132","2.9506","null","null","null",0,6,"Bot","89.49","158.79",,,543877,,"190329_013112","7.1111","-134.1872","-4.0862","-10.1644","27.8616","-13.9744","3.3400","1.4000","150","70.6","61","92.6830","2179","6.4770",566372,584171,543877,519048,456488,646240,593428,643217,598265,605141,"54.0223","0.010","0.006","0.00",1,0,0,3,57,"5","4-Seam Fastball",8,4,8,4,4,8,8,4,"Standard","Strategic"
"FF","2019-03-28","92.9","3.0713","5.4075","Dee Gordon",543829,519242,"field_out","hit_into_play",,,,,5,"Dee Gordon grounds out, second baseman Eduardo Nunez to first baseman Mitch Moreland.  ","R","L","L","SEA","BOS","X",4,"ground_ball",1,1,2019,"1.4281","0.8971","-0.1106","2.1829","null","null","null",2,3,"Bot","151.85","158.79",,,543877,,"190329_002926","-11.1290","-134.6390","-4.2831","19.6636","31.6079","-20.7100","3.3400","1.4000","5","80.9","-25","91.7340","2208","5.9970",566372,519242,543877,519048,456488,646240,593428,643217,598265,605141,"54.5021","0.066","0.068","0.00",1,0,0,2,34,"3","4-Seam Fastball",7,2,7,2,2,7,7,2,"Standard","Strategic"
"FF","2019-03-28","93.6","3.2273","5.3606","Dee Gordon",543829,519242,"single","hit_into_play_no_out",,,,,3,"Dee Gordon singles on a line drive to left fielder Andrew Benintendi.   David Freitas to 2nd.  ","R","L","L","SEA","BOS","X",7,"line_drive",0,0,2019,"1.2067","0.9907","0.3058","3.4240","null","null",571679,2,2,"Bot","94.67","116.37",,,543877,,"190328_235654","-10.0538","-135.8063","-1.3644","16.9036","29.6496","-20.0359","3.3400","1.4000","213","72.8","21","92.7130","2209","5.9160",566372,519242,543877,519048,456488,646240,593428,643217,598265,605141,"54.5834","0.976","0.884","0.90",1,1,0,4,20,"1","4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard"
"null","2019-03-21","null","null","null","Dee Gordon",543829,488748,"single","hit_into_play_no_out",,,,,"null","Dee Gordon singles on a line drive to center fielder Ramon Laureano.  ","R","L","L","OAK","SEA","X",8,"line_drive",2,1,2019,"null","null","null","null","null","null","null",0,12,"Top","125.49","126.85",,,"null",,"null","null","null","null","null","null","null","null","null","null","90.0","15","null","null","null",566084,488748,"null","null","null","null","null","null","null","null","null","0.908","0.866","0.90",1,1,0,4,95,"4","",4,4,4,4,4,4,4,4,"null","null"
"null","2019-03-21","null","null","null","Dee Gordon",543829,595014,"strikeout","swinging_strike",,,,,"null","Dee Gordon strikes out swinging.  ","R","L","R","OAK","SEA","S",2,"null",1,2,2019,"null","null","null","null","null","null","null",0,9,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",566084,595014,"null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",73,"5","",4,4,4,4,4,4,4,4,"null","null"
"null","2019-03-21","null","null","null","Dee Gordon",543829,465657,"single","hit_into_play_no_out",,,,,"null","Dee Gordon singles on a line drive to left fielder Chad Pinder.   Ryon Healy to 3rd.  ","R","L","R","OAK","SEA","X",7,"line_drive",0,0,2019,"null","null","null","null","null",592387,"null",1,7,"Top","91.52","127.87",,,"null",,"null","null","null","null","null","null","null","null","null","null","90.0","15","null","null","null",566084,465657,"null","null","null","null","null","null","null","null","null","0.908","0.866","0.90",1,1,0,4,53,"1","",2,3,3,2,3,2,3,2,"null","null"
"null","2019-03-21","null","null","null","Dee Gordon",543829,462136,"field_out","hit_into_play",,,,,"null","Dee Gordon pops out to catcher Josh Phegley in foul territory.  ","R","L","R","OAK","SEA","X",2,"popup",2,1,2019,"null","null","null","null","null","null","null",0,5,"Top","122.95","224.19",,,"null",,"null","null","null","null","null","null","null","null","null","null","75.0","60","null","null","null",566084,462136,"null","null","null","null","null","null","null","null","null","0.018","0.025","0.00",1,0,0,3,33,"4","",0,3,3,0,3,0,3,0,"null","null"
"null","2019-03-21","null","null","null","Dee Gordon",543829,462136,"field_out","hit_into_play",,,,,"null","Dee Gordon pops out to second baseman Jurickson Profar.  ","R","L","R","OAK","SEA","X",4,"popup",0,0,2019,"null","null","null","null","null","null","null",0,3,"Top","136.64","150.68",,,"null",,"null","null","null","null","null","null","null","null","null","null","75.0","60","null","null","null",566084,462136,"null","null","null","null","null","null","null","null","null","0.018","0.025","0.00",1,0,0,3,17,"1","",0,2,2,0,2,0,2,0,"null","null"
"null","2019-03-21","null","null","null","Dee Gordon",543829,462136,"strikeout","swinging_strike",,,,,"null","Dee Gordon strikes out swinging.  ","R","L","R","OAK","SEA","S",2,"null",2,2,2019,"null","null","null","null","null","null","null",0,1,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",566084,462136,"null","null","null","null","null","null","null","null","null","null","null","0.00",1,0,0,"null",1,"6","",0,0,0,0,0,0,0,0,"null","null"
"null","2019-03-20","null","null","null","Dee Gordon",543829,407845,"field_out","hit_into_play",,,,,"null","Dee Gordon flies out to left fielder Chad Pinder in foul territory.  ","R","L","R","OAK","SEA","X",7,"fly_ball",3,1,2019,"null","null","null","null","null","null",664238,1,8,"Top","62.62","158.79",,,"null",,"null","null","null","null","null","null","null","null","null","null","89.0","38","null","null","null",566083,407845,"null","null","null","null","null","null","null","null","null","0.010","0.003","0.00",1,0,0,3,68,"5","",7,9,9,7,9,7,9,7,"null","null"
"null","2019-03-20","null","null","null","Dee Gordon",543829,488748,"field_out","hit_into_play",,,,,"null","Dee Gordon flies out to center fielder Ramon Laureano.  ","R","L","L","OAK","SEA","X",8,"fly_ball",1,1,2019,"null","null","null","null","null","null",596129,2,5,"Top","128.02","103.53",,,"null",,"null","null","null","null","null","null","null","null","null","null","89.0","38","null","null","null",566083,488748,"null","null","null","null","null","null","null","null","null","0.010","0.003","0.00",1,0,0,3,47,"3","",4,9,9,4,9,4,9,4,"null","null"
"null","2019-03-20","null","null","null","Dee Gordon",543829,571666,"single","hit_into_play_score",,,,,"null","Dee Gordon singles on a sharp ground ball to right fielder Stephen Piscotty.   Tim Beckham scores.  ","R","L","R","OAK","SEA","X",9,"ground_ball",1,0,2019,"null","null","null","null","null",542921,"null",1,3,"Top","180.74","116.21",,,"null",,"null","null","null","null","null","null","null","null","null","null","93.0","-3","null","null","null",566083,571666,"null","null","null","null","null","null","null","null","null","0.290","0.281","0.90",1,1,0,2,19,"2","",2,0,0,2,0,2,0,2,"null","null"
"null","2019-03-20","null","null","null","Dee Gordon",543829,571666,"field_out","hit_into_play",,,,,"null","Dee Gordon lines out sharply to right fielder Stephen Piscotty.  ","R","L","R","OAK","SEA","X",9,"line_drive",1,0,2019,"null","null","null","null","null","null","null",0,1,"Top","199.00","109.62",,,"null",,"null","null","null","null","null","null","null","null","null","null","91.0","18","null","null","null",566083,571666,"null","null","null","null","null","null","null","null","null","0.484","0.456","0.00",1,0,0,4,1,"2","",0,0,0,0,0,0,0,0,"null","null"
