"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FT","2019-05-04","93.4","-1.9680","5.6546","Dee Gordon",543829,471911,"force_out","hit_into_play",,,,,13,"Dee Gordon grounds into a force out, shortstop Francisco Lindor to second baseman Jason Kipnis.   Dylan Moore out at 2nd.    Dee Gordon to 1st.  ","R","L","R","CLE","SEA","X",6,"ground_ball",0,0,2019,"-1.4668","0.8655","-1.1965","2.1694","null","null",664238,1,3,"Top","114.90","158.32",,,547379,,"190504_205044","5.1775","-135.8118","-5.0478","-19.1449","31.9918","-20.6498","3.4000","1.6000","23","77.9","-3","92.8230","2398","6.1580",565328,471911,547379,467793,543401,608070,596019,641343,547982,571980,"54.3414","0.140","0.110","0.00",1,0,0,2,20,"1","2-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-05-04","94.6","-1.5414","5.7250","Dee Gordon",543829,471911,"strikeout","swinging_strike",,,,,3,"Dee Gordon strikes out swinging.  ","R","L","R","CLE","SEA","S",2,"null",1,2,2019,"-1.2634","1.3701","0.6847","3.0409","null","null","null",0,1,"Top","null","null",,,547379,,"190504_201149","8.5687","-137.4073","-4.2753","-17.8543","32.8731","-14.2532","3.4000","1.6000","null","null","null","93.9140","2531","6.1680",565328,471911,547379,467793,543401,608070,596019,641343,547982,571980,"54.3315","null","null","0.00",1,0,0,"null",1,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-05-03","93.0","-1.0780","5.6778","Dee Gordon",543829,669456,"field_out","hit_into_play",,,,,2,"Dee Gordon grounds out, shortstop Francisco Lindor to first baseman Carlos Santana.  ","R","L","R","CLE","SEA","X",6,"ground_ball",1,2,2019,"-0.6069","1.4728","0.1684","3.0437","null","null","null",0,8,"Top","112.86","156.28",,,608700,,"190504_011105","4.6012","-135.4834","-4.3258","-8.5987","29.2502","-12.9727","3.4200","1.4900","46","79.4","0","94.0720","2140","6.8300",565327,669456,608700,467793,543401,608070,596019,471865,547982,656669,"53.6699","0.176","0.174","0.00",1,0,0,2,52,"5","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-05-03","92.3","-1.2846","5.6459","Dee Gordon",543829,669456,"single","hit_into_play_no_out",,,,,8,"Dee Gordon singles on a ground ball to left fielder Carlos Gonzalez.  ","R","L","R","CLE","SEA","X",7,"ground_ball",0,0,2019,"-0.6913","1.4036","0.2472","1.3769","null","null","null",2,5,"Top","85.43","125.81",,,608700,,"190504_002711","5.4172","-134.1093","-8.0784","-9.5672","30.2817","-13.6252","3.4200","1.4900","84","87.7","4","92.2860","2111","6.4630",565327,669456,608700,467793,543401,608070,596019,471865,547982,656669,"54.0362","0.447","0.414","0.90",1,1,0,2,34,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"SL","2019-05-03","83.6","-1.3352","5.6597","Dee Gordon",543829,669456,"single","hit_into_play_no_out",,,,,4,"Dee Gordon singles on a line drive to center fielder Leonys Martin.   Tim Beckham to 3rd.  ","R","L","R","CLE","SEA","X",8,"line_drive",3,2,2019,"0.1300","-0.0141","-0.4167","2.3089","null",542921,"null",1,3,"Top","126.22","101.53",,,608700,,"190503_234835","1.8574","-121.8106","-1.3215","0.9439","22.4565","-32.2858","3.4200","1.4900","165","92.5","8","83.5520","2285","6.0480",565327,669456,608700,467793,543401,608070,596019,471865,547982,656669,"54.4520","0.582","0.521","0.90",1,1,0,4,17,"6","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-05-03","92.6","-1.3937","5.6605","Dee Gordon",543829,669456,"field_out","hit_into_play",,,,,9,"Dee Gordon grounds out to first baseman Carlos Santana.  ","R","L","R","CLE","SEA","X",3,"ground_ball",2,0,2019,"-0.6827","1.4986","0.3411","2.0777","null","null","null",0,1,"Top","153.50","170.51",,,608700,,"190503_231111","5.9541","-134.7292","-6.6607","-9.6595","29.3233","-12.5696","3.4200","1.4900","34","98.1","-2","92.9920","2215","6.5330",565327,669456,608700,467793,543401,608070,596019,471865,547982,656669,"53.9662","0.374","0.339","0.00",1,0,0,2,1,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-05-01","93.3","-1.5955","6.0926","Dee Gordon",543829,543903,"field_out","hit_into_play",,,,,7,"Dee Gordon grounds out softly, pitcher Allen Webster to first baseman Taylor Davis.  ","R","L","R","SEA","CHC","X",1,"ground_ball",1,1,2019,"-0.4741","0.9950","-0.3721","2.0508","null","null","null",2,8,"Bot","136.64","186.67",,,575929,,"190502_010422","4.2092","-135.8849","-6.9585","-6.7393","24.8040","-18.5454","3.4000","1.5700","null","82.9","-21","94.3350","2239","6.4770",566389,543903,575929,543089,450314,623520,595879,656941,546991,518792,"54.0229","0.066","0.060","0.00",1,0,0,2,65,"3","4-Seam Fastball",0,9,0,9,9,0,0,9,"Standard","Standard"
"FF","2019-05-01","89.2","2.7843","5.5908","Dee Gordon",543829,452657,"field_out","hit_into_play",,,,,12,"Dee Gordon lines out to left fielder Kyle Schwarber.  ","R","L","L","SEA","CHC","X",7,"line_drive",3,2,2019,"0.5888","1.4474","0.1296","3.7151","null","null","null",2,5,"Bot","71.86","99.36",,,575929,,"190502_002653","-7.6998","-129.6269","-1.5895","8.1321","26.1394","-15.9027","3.4000","1.5700","270","89.1","20","88.7870","2217","6.0270",566389,452657,575929,519203,450314,623520,595879,656941,546991,518792,"54.4723","0.390","0.426","0.00",1,0,0,4,47,"7","4-Seam Fastball",0,9,0,9,9,0,0,9,"Standard","Standard"
"FC","2019-05-01","89.6","2.8991","5.5681","Dee Gordon",543829,452657,"field_out","hit_into_play",,,,,11,"Dee Gordon grounds out softly, third baseman David Bote to first baseman Anthony Rizzo.  ","R","L","L","SEA","CHC","X",5,"ground_ball",0,2,2019,"0.0494","1.1129","-1.5739","2.4921","null","null","null",0,3,"Bot","110.28","179.07",,,575929,,"190501_234836","-11.0648","-130.0678","-3.9370","2.5689","23.6179","-19.0540","3.4000","1.5700","7","56.4","-18","89.4220","2322","6.0140",566389,452657,575929,519203,450314,623520,595879,656941,546991,518792,"54.4856","0.087","0.089","0.00",1,0,0,1,29,"3","Cutter",0,7,0,7,7,0,0,7,"Standard","Strategic"
"FF","2019-04-30","94.0","-2.9112","6.1191","Dee Gordon",543829,542960,"grounded_into_double_play","hit_into_play",,,,,5,"Dee Gordon grounds into a double play, third baseman David Bote to shortstop Javier Baez to first baseman Anthony Rizzo.   Dylan Moore out at 2nd.    Dee Gordon out at 1st.  ","R","L","R","SEA","CHC","X",5,"ground_ball",1,0,2019,"-0.3974","1.0830","0.0011","2.4444","null","null",664238,0,8,"Bot","107.24","166.39",,,575929,,"190501_045405","8.2693","-136.4740","-6.0816","-6.4860","26.5807","-17.9269","3.4100","1.5600","64","71.9","4","93.0310","2252","5.5850",566388,542960,575929,519203,518614,623520,595879,656941,546991,518792,"54.9148","0.176","0.164","0.00",1,0,0,2,72,"2","4-Seam Fastball",5,6,5,6,6,5,5,6,"Strategic","Standard"
"FT","2019-04-30","90.9","2.9968","5.9730","Dee Gordon",543829,430935,"single","hit_into_play_score",,,,,9,"Dee Gordon singles on a sharp line drive to right fielder Jason Heyward.   Ryon Healy scores.    Omar Narvaez to 2nd.  ","R","L","L","SEA","CHC","X",9,"line_drive",0,1,2019,"1.2640","0.9792","0.6821","2.1066",592387,"null",553882,1,6,"Bot","164.84","130.39",,,575929,,"190501_040326","-8.4230","-131.9972","-5.8163","16.3917","26.9019","-19.8396","3.4100","1.5600","189","102.4","9","90.5070","2006","6.0700",566388,430935,575929,519203,518614,623520,595879,656941,546991,518792,"54.4297","0.805","0.736","0.90",1,1,0,4,54,"2","2-Seam Fastball",3,4,3,4,4,3,3,4,"Strategic","Standard"
"FT","2019-04-30","91.0","2.8500","6.1058","Dee Gordon",543829,430935,"single","hit_into_play_score",,,,,12,"Dee Gordon singles on a ground ball to shortstop Javier Baez.   Omar Narvaez scores.    Braden Bishop to 3rd.    Dee Gordon to 2nd.  Throwing error by shortstop Javier Baez.  ","R","L","L","SEA","CHC","X",6,"ground_ball",0,0,2019,"1.1987","0.7379","0.9675","2.6807","null",553882,623323,2,4,"Bot","109.77","149.67",,,575929,,"190501_032115","-7.2011","-132.2814","-4.2621","15.3740","25.4504","-22.9532","3.4100","1.5600","4","67.9","-33","90.7510","1915","5.9770",566388,430935,575929,519203,518614,623520,595879,656941,546991,518792,"54.5227","0.074","0.072","0.90",1,1,0,2,37,"1","2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-04-30","91.2","2.7088","6.3509","Dee Gordon",543829,430935,"field_out","hit_into_play",,,,,8,"Dee Gordon grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.  ","R","L","L","SEA","CHC","X",6,"ground_ball",0,0,2019,"0.7658","1.2452","0.1059","1.4676","null","null","null",0,3,"Bot","109.77","148.65",,,575929,,"190501_025211","-8.0818","-132.2922","-8.9365","10.5090","26.1752","-16.1365","3.3100","1.5400","10","98.9","-8","90.6060","2082","5.9400",566388,430935,575929,519203,518614,623520,595879,656941,546991,518792,"54.5596","0.282","0.269","0.00",1,0,0,2,22,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2019-04-28","92.9","1.6964","6.6856","Dee Gordon",543829,656685,"single","hit_into_play_no_out",,,,,2,"Dee Gordon singles on a ground ball to center fielder Delino DeShields.  ","R","L","L","SEA","TEX","X",8,"ground_ball",2,1,2019,"-0.1912","1.2738","0.0614","2.8857","null","null","null",0,8,"Bot","127.51","102.01",,,643396,,"190428_225000","-3.7841","-135.3239","-6.8694","-1.6922","24.8266","-15.1907","3.4100","1.5600","9","93.1","-18","93.9050","2324","6.4700",566387,656685,643396,542454,596059,523253,462101,452254,592261,608577,"54.0299","0.118","0.092","0.90",1,1,0,2,73,"4","4-Seam Fastball",1,13,1,13,13,1,1,13,"Standard","Standard"
"FF","2019-04-28","91.7","-3.2605","5.6357","Dee Gordon",543829,458681,"single","hit_into_play_no_out",,,,,5,"Dee Gordon singles on a line drive to center fielder Delino DeShields.  ","R","L","R","SEA","TEX","X",8,"line_drive",1,0,2019,"-0.4850","1.1950","-0.2496","2.2912","null","null","null",0,5,"Bot","123.58","89.07",,,643396,,"190428_215144","8.5960","-133.3049","-5.1737","-7.3922","25.1145","-17.1781","3.4100","1.5600","214","95.8","11","91.6630","2212","6.0470",566387,458681,643396,542454,596059,523253,462101,452254,592261,608577,"54.4529","0.876","0.824","0.90",1,1,0,4,47,"2","4-Seam Fastball",1,9,1,9,9,1,1,9,"Standard","Standard"
"FF","2019-04-28","94.6","-3.2830","5.6536","Dee Gordon",543829,458681,"field_out","hit_into_play",,,,,4,"Dee Gordon flies out to left fielder Hunter Pence.  ","R","L","R","SEA","TEX","X",7,"fly_ball",0,0,2019,"-0.6056","1.3452","-0.3393","2.7850","null",553882,592387,2,2,"Bot","71.14","72.99",,,643396,,"190428_205345","8.9638","-137.5030","-4.7693","-9.4929","28.2952","-14.4157","3.4100","1.5600","325","91.5","26","94.4070","2473","6.0770",566387,458681,643396,542454,596059,523253,462101,452254,592261,608577,"54.4221","0.124","0.186","0.00",1,0,0,3,19,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-04-28","95.0","-3.2408","5.7373","Dee Gordon",543829,458681,"strikeout","foul_tip",,,,,5,"Dee Gordon strikes out on a foul tip.  ","R","L","R","SEA","TEX","S",2,"null",0,2,2019,"-0.7199","1.3722","-0.2274","2.5273","null","null","null",0,1,"Bot","null","null",,,643396,,"190428_202434","9.4169","-138.0431","-5.7781","-11.0588","27.8533","-13.7614","3.7600","1.7900","null","null","null","94.7540","2479","6.0160",566387,458681,643396,542454,596059,523253,462101,452254,592261,608577,"54.4840","null","null","0.00",1,0,0,"null",7,"6","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic"
"FF","2019-04-26","95.4","-2.7443","6.1471","Dee Gordon",543829,455119,"field_out","hit_into_play",,,,,6,"Dee Gordon flies out to right fielder Nomar Mazara.  ","R","L","R","SEA","TEX","X",9,"fly_ball",1,1,2019,"-0.6094","1.4273","0.6562","2.1332","null","null","null",1,9,"Bot","159.64","64.73",,,643396,,"190427_053047","10.2572","-138.4542","-8.1219","-9.8364","26.3959","-12.3572","3.1841","1.5600","327","91.5","36","95.5650","2334","6.2060",566385,455119,643396,542454,596059,523253,462101,608336,592261,608577,"54.2935","0.045","0.064","0.00",1,0,0,3,76,"3","4-Seam Fastball",4,4,4,4,4,4,4,4,"Strategic","Strategic"
"FF","2019-04-26","90.7","-1.3440","5.3861","Dee Gordon",543829,445926,"strikeout","swinging_strike",,,,,12,"Dee Gordon strikes out swinging.  ","R","L","R","SEA","TEX","S",2,"null",0,2,2019,"-0.6903","1.3807","0.9574","3.6531",542921,553882,592387,1,6,"Bot","null","null",,,425772,,"190427_042641","7.0966","-131.9822","-1.3359","-9.2615","24.6101","-16.2678","3.4300","1.5800","null","null","null","90.0720","2200","5.6290",566385,445926,425772,542454,596059,523253,462101,608336,592261,608577,"54.8708","null","null","0.00",1,0,0,"null",52,"3","4-Seam Fastball",4,2,4,2,2,4,4,2,"Strategic","Strategic"
"FF","2019-04-26","94.7","-1.9821","5.4996","Dee Gordon",543829,571946,"strikeout","swinging_strike",,,,,11,"Dee Gordon strikes out swinging.  ","R","L","R","SEA","TEX","S",2,"null",1,2,2019,"-1.0909","1.4667","-1.1535","3.9858","null","null","null",0,5,"Bot","null","null",,,425772,,"190427_034755","4.5921","-137.8644","-1.5718","-14.9017","29.3055","-13.3243","3.3850","1.5800","null","null","null","94.9190","2315","6.2940",566385,571946,425772,542454,596059,523253,462101,608336,592261,608577,"54.2056","null","null","0.00",1,0,0,"null",38,"4","4-Seam Fastball",3,2,3,2,2,3,3,2,"Standard","Strategic"
"null","2019-04-26","null","null","null","Dee Gordon",543829,571946,"field_out","hit_into_play",,,,,"null","Dee Gordon flies out to left fielder Joey Gallo.  ","R","L","R","SEA","TEX","X",7,"fly_ball",0,0,2019,"null","null","null","null","null","null","null",0,3,"Bot","76.82","110.12",,,425772,,"190427_030251","null","null","null","null","null","null","3.3590","1.7000","null","89.2","39","null","null","null",566385,571946,425772,542454,596059,523253,462101,608336,592261,608577,"null","0.005","0.008","0.00",1,0,0,3,20,"1","",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SL","2019-04-25","69.2","0.2931","6.9726","Dee Gordon",543829,425772,"single","hit_into_play_no_out",,,,,2,"Dee Gordon singles on a line drive to right fielder Nomar Mazara.  ","R","L","R","SEA","TEX","X",9,"line_drive",0,0,2019,"0.0677","1.7571","-0.1836","3.0740","null","null","null",1,8,"Bot","189.15","126.67",,,643396,,"190426_052336","-0.9796","-100.5963","-2.3409","0.5823","15.1377","-20.8191","3.2500","1.4900","145","98.8","10","67.2520","1508","4.5840",566384,425772,643396,523253,542454,621550,462101,608336,592261,608577,"55.9160","0.853","0.829","0.90",1,1,0,4,79,"1","Slider",14,2,14,2,2,14,14,2,"Standard","Standard"
"CH","2019-04-25","82.8","-2.0246","5.4778","Dee Gordon",543829,491646,"strikeout","swinging_strike",,,,,13,"Dee Gordon strikes out swinging.  ","R","L","R","SEA","TEX","S",2,"null",2,2,2019,"-0.9122","0.0646","-0.8664","1.4040","null","null",664238,2,6,"Bot","null","null",,,643396,,"190426_042810","4.4795","-120.7425","-3.0772","-9.8582","20.0776","-31.1866","3.2500","1.4900","null","null","null","84.0200","1113","6.6510",566384,491646,643396,523253,542454,621550,462101,608336,592261,608577,"53.8490","null","null","0.00",1,0,0,"null",58,"6","Changeup",12,0,12,0,0,12,12,0,"Standard","Strategic"
"SL","2019-04-25","86.9","2.2195","5.9775","Dee Gordon",543829,605488,"single","hit_into_play_score",,,,,2,"Dee Gordon singles on a fly ball to left fielder Joey Gallo.   Ryon Healy scores.    Dylan Moore to 3rd.  ","R","L","L","SEA","TEX","X",7,"fly_ball",0,1,2019,"-0.3830","0.4849","0.0940","3.0569",592387,664238,"null",1,5,"Bot","85.41","132.58",,,643396,,"190426_035628","-4.2992","-126.6075","-1.8963","-3.3808","21.5636","-26.8395","3.2500","1.4900","188","64.0","31","87.0750","2268","5.9650",566384,605488,643396,523253,542454,621550,462101,608336,592261,608577,"54.5344","0.810","0.720","0.90",1,1,0,4,45,"2","Slider",8,0,8,0,0,8,8,0,"Standard","Standard"
"FF","2019-04-25","92.7","1.6666","6.6623","Dee Gordon",543829,656685,"single","hit_into_play_no_out",,,,,4,"Dee Gordon singles on a ground ball to left fielder Joey Gallo.   Dylan Moore to 2nd.  ","R","L","L","SEA","TEX","X",7,"ground_ball",0,2,2019,"-0.0569","0.8166","-0.5264","2.0378","null","null",664238,0,4,"Bot","91.00","134.15",,,643396,,"190426_032648","-5.4666","-134.7948","-7.8315","0.3478","25.7478","-20.8843","3.2100","1.4600","16","94.7","-7","92.9350","2116","6.1990",566384,656685,643396,523253,542454,621550,462101,608336,592261,608577,"54.3008","0.263","0.251","0.90",1,1,0,2,32,"3","4-Seam Fastball",5,0,5,0,0,5,5,0,"Strategic","Standard"
"CH","2019-04-24","83.8","-2.8096","6.2208","Dee Gordon",543829,663978,"field_out","hit_into_play",,,,,13,"Dee Gordon flies out to right fielder Hunter Renfroe.  ","R","L","R","SD","SEA","X",9,"fly_ball",1,1,2019,"-1.3536","0.3709","-0.1800","1.5452","null","null","null",2,7,"Top","149.30","90.40",,,642336,,"190424_211214","8.7287","-121.6584","-5.0980","-15.1216","23.2599","-27.7238","3.7300","1.8100","264","77.0","37","83.7500","1794","6.3280",566289,663978,642336,543333,435079,592518,665487,571976,622534,592669,"54.1718","0.037","0.041","0.00",1,0,0,3,46,"3","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-04-24","83.4","-2.7241","6.1349","Dee Gordon",543829,663978,"field_out","hit_into_play",,,,,5,"Dee Gordon grounds out to first baseman Eric Hosmer.  ","R","L","R","SD","SEA","X",3,"ground_ball",0,0,2019,"-0.8939","0.7127","0.0312","2.4461","null","null","null",2,4,"Top","146.64","178.24",,,642336,,"190424_203424","8.0648","-121.1517","-3.4317","-10.3075","22.6034","-24.7245","3.3900","1.5700","13","77.3","-10","83.3660","1593","6.2610",566289,663978,642336,543333,435079,592518,665487,592669,571976,614177,"54.2389","0.047","0.040","0.00",1,0,0,2,27,"1","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"CH","2019-04-24","83.8","-3.0470","6.0884","Dee Gordon",543829,663978,"strikeout","swinging_strike",,,,,11,"Dee Gordon strikes out swinging.  ","R","L","R","SD","SEA","S",2,"null",0,2,2019,"-1.1984","0.3562","-1.4846","3.1361",571745,570267,542921,2,1,"Top","null","null",,,642336,,"190424_195231","5.9850","-121.9071","-1.1352","-13.1242","22.9644","-28.5985","3.3900","1.5700","null","null","null","84.0620","1604","6.3840",566289,663978,642336,543333,435079,592518,665487,592669,571976,614177,"54.1157","null","null","0.00",1,0,0,"null",6,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-04-23","84.6","-2.7207","5.8166","Dee Gordon",543829,622259,"field_out","hit_into_play",,,,,9,"Dee Gordon lines out to center fielder Manuel Margot.  ","R","L","R","SD","SEA","X",8,"line_drive",0,1,2019,"0.0075","-0.2015","0.4068","1.4797","null","null","null",0,8,"Top","88.00","85.46",,,595978,,"190424_044535","7.2133","-122.9447","-3.2864","-1.4487","25.9552","-33.7351","3.3500","1.5300","285","88.4","22","83.6540","2038","5.8850",566288,622259,595978,543333,435079,592518,665487,571976,622534,614177,"54.6147","0.276","0.332","0.00",1,0,0,3,63,"2","Slider",6,3,3,6,3,6,3,6,"Standard","Standard"
"FF","2019-04-23","93.8","1.3079","6.3168","Dee Gordon",543829,623364,"field_out","hit_into_play",,,,,5,"Dee Gordon grounds out, second baseman Ian Kinsler to first baseman Eric Hosmer.  ","R","L","L","SD","SEA","X",4,"ground_ball",3,2,2019,"0.2195","1.3087","0.2724","2.2284","null","null","null",1,6,"Top","147.25","152.19",,,595978,,"190424_035147","-3.2045","-136.4863","-7.8762","3.4855","29.4591","-14.0009","3.2900","1.5100","10","92.2","-13","94.8180","2049","6.8410",566288,623364,595978,543333,435079,592518,665487,571976,622534,614177,"53.6581","0.129","0.115","0.00",1,0,0,2,45,"9","4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard"
"SL","2019-04-23","78.5","2.6131","5.8110","Dee Gordon",543829,676606,"field_out","hit_into_play",,,,,4,"Dee Gordon flies out to left fielder Wil Myers.  ","R","L","L","SD","SEA","X",7,"fly_ball",0,0,2019,"-0.2782","0.4346","-0.8128","2.2900","null","null",542921,1,4,"Top","83.23","125.79",,,595978,,"190424_031330","-6.8713","-114.2101","-1.6284","-1.2912","18.8741","-28.3217","3.3500","1.5300","203","74.0","51","78.4600","1947","6.0410",566288,676606,595978,543333,435079,592518,665487,571976,622534,614177,"54.4582","0.108","0.114","0.00",1,0,0,3,29,"1","Slider",3,0,0,3,0,3,0,3,"Strategic","Standard"
"FF","2019-04-23","87.6","2.6055","5.8773","Dee Gordon",543829,676606,"double","hit_into_play_no_out",,,,,8,"Dee Gordon doubles (3) on a fly ball to center fielder Manuel Margot.  ","R","L","L","SD","SEA","X",8,"fly_ball",2,0,2019,"0.4958","1.5720","-0.2327","1.5580","null","null","null",2,2,"Top","125.36","95.92",,,595978,,"190424_022938","-7.8339","-127.1952","-7.4811","6.9085","25.1155","-13.9116","3.3500","1.5300","247","72.3","25","87.3560","2007","6.1710",566288,676606,595978,543333,435079,592518,665487,571976,622534,614177,"54.3284","0.910","0.846","1.25",1,1,1,4,9,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2019-04-21","89.0","-2.4002","4.8172","Dee Gordon",543829,598287,"home_run","hit_into_play_score",,,,,6,"Dee Gordon homers (2) on a fly ball to right field.  ","R","L","R","LAA","SEA","X","null","fly_ball",0,0,2019,"-0.6040","1.0770","0.5240","2.5193","null","null","null",1,9,"Top","233.88","85.76",,,607345,,"190421_224311","8.3173","-129.4198","-1.8522","-8.2286","23.7111","-20.0944","3.4200","1.5900","367","98.6","36","88.5040","2318","5.7460",564744,598287,607345,571506,664058,446359,592743,571718,488721,594777,"54.7536","0.226","0.469","2.00",1,0,3,5,73,"1","Sinker",8,3,3,8,3,8,3,8,"Standard","Standard"
"SL","2019-04-21","82.7","-2.5942","6.3428","Dee Gordon",543829,621142,"double","hit_into_play_no_out",,,,,7,"Dee Gordon doubles (2) on a ground ball to right fielder Kole Calhoun, deflected by first baseman Justin Bour.   Ryon Healy to 3rd.  ","R","L","R","LAA","SEA","X",3,"ground_ball",1,0,2019,"0.0114","-0.1236","-0.3409","1.7150","null","null",592387,2,7,"Top","155.63","165.52",,,607345,,"190421_215018","4.9728","-120.0370","-3.7127","-0.8472","22.9928","-32.8870","3.3800","1.5800","85","88.9","4","80.5240","1810","4.9160",564744,621142,607345,571506,664058,446359,592743,571718,545361,594777,"55.5836","0.460","0.435","1.25",1,1,1,4,51,"2","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2019-04-21","90.9","-1.0969","6.5819","Dee Gordon",543829,642545,"field_out","hit_into_play",,,,,2,"Dee Gordon lines out to center fielder Mike Trout.  ","R","L","R","LAA","SEA","X",8,"line_drive",0,2,2019,"-0.4405","1.3857","0.0390","3.1699","null","null","null",0,5,"Top","84.08","65.58",,,607345,,"190421_211525","3.7165","-132.1619","-5.4434","-5.8390","28.8130","-15.4229","3.3800","1.5800","331","95.2","22","89.7000","2109","5.6490",564744,642545,607345,571506,664058,446359,592743,571718,545361,594777,"54.8501","0.232","0.296","0.00",1,0,0,3,33,"3","4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard"
"SL","2019-04-21","80.8","-1.5912","6.5005","Dee Gordon",543829,642545,"double_play","hit_into_play",,,,,14,"Dee Gordon lines into a double play, right fielder Kole Calhoun to first baseman Justin Bour to shortstop Andrelton Simmons.   Tom Murphy out at 3rd.  ","R","L","R","LAA","SEA","X",9,"line_drive",0,0,2019,"0.4414","0.2163","0.0121","1.1696",592387,608596,"null",1,2,"Top","168.72","81.04",,,607345,,"190421_203241","2.7182","-117.5795","-5.6431","3.5783","18.8509","-29.5222","3.3800","1.5800","297","80.4","28","80.1000","2493","5.4620",564744,642545,607345,571506,664058,446359,592743,571718,545361,594777,"55.0370","0.160","0.131","0.00",1,0,0,3,11,"1","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-04-20","92.3","-1.2243","5.9576","Dee Gordon",543829,518566,"field_out","hit_into_play",,,,,11,"Dee Gordon flies out to left fielder Peter Bourjos in foul territory.  ","R","L","R","LAA","SEA","X",7,"fly_ball",0,0,2019,"-1.0323","1.5027","-1.0052","2.4556","null","null","null",1,8,"Top","55.63","140.19",,,518960,,"190421_041137","2.8222","-134.2468","-6.3714","-13.1354","29.8231","-12.7638","3.2400","1.4800","217","74.8","50","92.4690","2296","6.4760",564743,518566,518960,405395,664058,446359,592743,488721,545361,571718,"54.0236","0.079","0.093","0.00",1,0,0,3,71,"1","4-Seam Fastball",4,6,6,4,6,4,6,4,"Strategic","Standard"
"FF","2019-04-20","93.0","-1.6891","6.0946","Dee Gordon",543829,592135,"strikeout","swinging_strike",,,,,5,"Dee Gordon strikes out swinging.  ","R","L","R","LAA","SEA","S",2,"null",2,2,2019,"-0.2969","1.6142","0.1199","2.5521","null",592387,"null",1,6,"Top","null","null",,,518960,,"190421_032249","5.2624","-135.2419","-6.7773","-4.7664","29.6456","-11.2744","3.3800","1.5900","null","null","null","92.6440","2394","6.1250",564743,592135,518960,405395,664058,446359,592743,488721,545361,571718,"54.3749","null","null","0.00",1,0,0,"null",53,"5","4-Seam Fastball",4,5,5,4,5,4,5,4,"Standard","Standard"
"KC","2019-04-20","80.7","-0.9359","6.6823","Dee Gordon",543829,502239,"single","hit_into_play_score",,,,,1,"Dee Gordon singles on a ground ball to left fielder Peter Bourjos.   Jay Bruce scores.    Omar Narvaez scores.    Ryon Healy to 2nd.  ","R","L","R","LAA","SEA","X",7,"ground_ball",0,2,2019,"1.0648","-0.9692","-0.4750","2.9118",457803,553882,592387,2,4,"Top","61.51","128.42",,,518960,,"190421_022835","-0.9049","-117.4169","-0.0018","9.7082","21.1371","-41.1155","3.3800","1.5900","50","87.4","0","79.4850","2908","5.3410",564743,502239,518960,405395,664058,446359,592743,488721,545361,571718,"55.1581","0.282","0.252","0.90",1,1,0,2,32,"3","Knuckle Curve",1,2,2,1,2,1,2,1,"Standard","Standard"
